eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
353.50,21.19,35.06,49.5000,30.0000,40.9669,7.3564,1175040,1183232,856064,865024
344.56,12.19,-2.81,0.0000,45.0000,12.5078,286.5679,875264,826624,897536,951552
345.25,12.13,3.50,7.0714,45.0000,12.6200,316.3513,892928,838144,877312,931072
345.94,12.06,9.88,14.1429,45.0000,15.5891,340.2431,909312,848640,862720,915456
346.56,11.88,15.56,21.2143,45.0000,19.5757,354.2170,931840,865280,854528,908032
347.06,11.69,20.75,28.2857,45.0000,23.8151,2.6720,962816,883968,842752,897536
347.31,11.25,25.94,35.3571,45.0000,28.2722,8.8644,1010688,911360,835584,891648
347.63,11.06,30.75,42.4286,45.0000,32.6794,12.8385,1132800,942080,830464,886784
347.94,11.13,35.56,49.5000,45.0000,37.2620,15.5663,1264896,1003008,826624,882944
343.69,11.00,-3.38,0.0000,60.0000,11.5061,281.6306,873216,824832,896000,951296
344.19,9.88,2.44,7.0714,60.0000,10.1714,313.0530,889856,830720,872960,933888
344.50,8.31,7.81,14.1429,60.0000,11.4076,342.7240,909568,836864,856064,920576
344.31,6.38,13.44,21.2143,60.0000,14.8730,3.9320,933120,845824,841472,913920
343.94,4.94,18.81,28.2857,60.0000,19.4497,14.2314,966656,859136,830464,909568
343.50,3.56,23.75,35.3571,60.0000,24.0157,19.9692,1035008,878080,822528,906752
343.13,2.25,28.62,42.4286,60.0000,28.7133,23.6306,1176320,897536,814080,906752
342.81,1.12,33.25,49.5000,60.0000,33.2690,25.8747,1325056,920576,809216,908288
342.81,8.25,-1.50,0.0000,75.0000,8.3853,287.5077,882432,824576,888832,948736
342.81,8.25,-1.63,7.0714,75.0000,8.4085,286.6696,879360,828160,886016,939776
342.69,8.06,1.56,14.1429,75.0000,8.2125,308.6554,886784,827648,870400,929536
342.50,5.69,6.38,21.2143,75.0000,8.5433,345.7620,905984,830720,856576,923648
342.38,3.00,11.56,28.2857,75.0000,11.9454,12.8298,929792,834304,840960,919040
342.44,0.50,16.75,35.3571,75.0000,16.7575,25.7277,964608,841728,830208,920832
342.44,-1.44,21.31,42.4286,75.0000,21.3609,31.2962,1034752,852992,819200,923136
342.31,-3.44,25.87,49.5000,75.0000,26.1023,34.8799,1184512,868608,809216,925440
341.44,7.13,-1.94,0.0000,90.0000,7.3837,281.2249,876288,823808,886528,945408
341.38,5.75,-0.94,7.0714,90.0000,5.8259,287.1148,883712,820992,870912,939520
341.25,1.81,2.81,14.1429,90.0000,3.3459,353.4505,901632,817152,852224,937472
341.13,-1.94,6.94,21.2143,90.0000,7.2030,41.7289,926976,815104,837632,941056
340.94,-5.63,10.94,28.2857,90.0000,12.2992,53.1536,964864,818688,827648,950016
340.81,-9.13,14.94,35.3571,90.0000,17.5041,57.2324,1033984,824320,819200,960512
340.63,-12.63,18.87,42.4286,90.0000,22.7081,59.4025,1181440,832256,811520,971776
340.50,-16.00,22.81,49.5000,90.0000,27.8641,60.5447,1344000,841472,805632,987392
340.94,9.25,-1.37,0.0000,105.0000,9.3516,287.4825,874240,823040,885504,939008
341.13,4.56,0.75,7.0714,105.0000,4.6237,305.4600,889600,817664,865024,936448
341.13,-0.94,3.31,14.1429,105.0000,3.4426,41.9275,903936,813056,850432,942080
341.06,-5.56,6.44,21.2143,105.0000,8.5078,66.8921,929536,808704,839680,952064
341.00,-10.31,9.06,28.2857,105.0000,13.7287,74.6914,959744,806144,831232,967168
341.06,-15.00,11.75,35.3571,105.0000,19.0542,77.9897,1031168,807168,822528,987136
341.13,-19.44,14.56,42.4286,105.0000,24.2875,79.2846,1171200,811776,815872,1007104
341.19,-23.81,17.31,49.5000,105.0000,29.4407,80.1691,1331968,817152,812544,1034752
340.75,8.94,-3.44,0.0000,120.0000,9.5758,274.7125,860416,813568,883200,937216
340.63,2.81,-2.81,7.0714,120.0000,3.9775,250.6250,877568,802560,860672,942848
340.56,-3.31,-1.37,14.1429,120.0000,3.5865,138.1056,896768,794880,846592,957184
340.63,-9.06,0.44,21.2143,120.0000,9.0731,112.8611,923648,789760,837376,976896
340.81,-14.81,2.06,28.2857,120.0000,14.9554,107.8856,957440,787712,831488,1007360
341.00,-20.44,3.44,35.3571,120.0000,20.7246,106.4525,990720,786688,827904,1038592
341.19,-25.25,4.81,42.4286,120.0000,25.7045,105.3967,1129216,786688,825856,1110784
341.13,-30.50,6.19,49.5000,120.0000,31.1213,104.6571,1285632,791040,827392,1234432
340.19,7.88,-3.44,0.0000,135.0000,8.5926,271.6058,859904,810496,879360,932608
340.00,1.12,-3.31,7.0714,135.0000,3.4983,223.7586,870400,796672,858880,944896
339.75,-5.56,-3.31,14.1429,135.0000,6.4741,145.5240,889856,788480,849920,967680
339.56,-12.19,-3.25,21.2143,135.0000,12.6134,129.4939,910336,781568,844288,998400
339.38,-18.50,-3.44,28.2857,135.0000,18.8167,124.9011,945920,777216,842240,1037056
339.19,-24.69,-3.69,35.3571,135.0000,24.9614,122.6828,979456,773632,842496,1147648
339.00,-30.12,-3.75,42.4286,135.0000,30.3575,121.0958,1067776,773120,843008,1268224
338.81,-35.13,-3.88,49.5000,135.0000,35.3381,120.1079,1201920,775168,843008,1402624
339.75,5.81,-6.00,0.0000,150.0000,8.3538,248.8406,866048,810496,882176,946176
339.31,-0.63,-7.38,7.0714,150.0000,7.4014,199.4685,871936,797184,870656,961024
338.94,-6.75,-8.81,14.1429,150.0000,11.1006,166.4869,879616,788736,865536,982528
338.44,-12.13,-9.75,21.2143,150.0000,15.5589,152.2411,893696,780288,862976,1014528
338.06,-17.12,-11.44,28.2857,150.0000,20.5933,146.8008,914176,773120,862976,1071616
338.19,-22.06,-13.00,35.3571,150.0000,25.6077,143.6956,944128,768768,866304,1213696
338.63,-27.00,-14.56,42.4286,150.0000,30.6768,141.9653,968960,764672,868608,1349120
339.06,-31.56,-16.25,49.5000,150.0000,35.5001,141.3043,1018368,763904,873728,1499648
338.81,4.81,-9.94,0.0000,165.0000,11.0415,229.6523,872192,803328,882944,958464
338.44,-0.63,-12.50,7.0714,165.0000,12.5156,200.5751,869888,794880,879616,977408
338.88,-5.44,-15.88,14.1429,165.0000,16.7804,184.9676,873216,784896,881408,1008128
339.63,-10.56,-19.00,21.2143,165.0000,21.7386,175.5544,882944,776704,885760,1048576
340.38,-15.31,-21.94,28.2857,165.0000,26.7531,170.4597,896000,771072,894720,1175040
341.19,-19.62,-24.62,35.3571,165.0000,31.4886,167.6343,911872,764928,901888,1310976
341.69,-23.81,-27.69,42.4286,165.0000,36.5189,165.9905,927488,761088,909056,1463296
342.19,-27.56,-30.87,49.5000,165.0000,41.3879,165.4318,950016,759040,919040,1604352
339.44,3.50,-7.75,0.0000,180.0000,8.5037,228.7420,873728,805120,875520,955392
339.06,-0.63,-11.81,7.0714,180.0000,11.8290,201.0338,872448,792832,874240,974848
339.31,-5.00,-16.12,14.1429,180.0000,16.8824,187.0850,872448,783616,877568,1003520
340.00,-9.75,-20.56,21.2143,180.0000,22.7570,179.6313,878080,775168,887552,1046016
340.63,-14.06,-24.94,28.2857,180.0000,28.6292,176.2059,891136,769536,902656,1176576
341.19,-17.69,-28.75,35.3571,180.0000,33.7551,174.5869,899584,766208,916736,1320960
341.69,-21.06,-32.44,42.4286,180.0000,38.6758,173.6908,911616,762368,928768,1467392
342.06,-23.94,-36.25,49.5000,180.0000,43.4404,173.6239,925696,759552,942592,1605888
339.50,5.75,-7.31,0.0000,195.0000,9.3024,242.6788,867328,808192,877568,946176
339.38,3.69,-12.19,7.0714,195.0000,12.7331,221.2089,861696,795136,880384,961536
340.13,-0.06,-17.37,14.1429,195.0000,17.3751,204.9189,858880,788224,889600,985344
340.75,-3.31,-22.87,21.2143,195.0000,23.1136,197.5104,859904,780800,905728,1026560
341.63,-6.44,-27.75,28.2857,195.0000,28.4869,193.5644,861696,774400,922368,1102336
342.19,-8.88,-32.06,35.3571,195.0000,33.2681,191.7153,863488,769024,942592,1244928
342.88,-10.88,-36.13,42.4286,195.0000,37.7264,191.1212,867584,766208,964864,1402112
343.50,-13.13,-40.56,49.5000,195.0000,42.6331,190.5697,877056,762624,984576,1551104
339.31,-2.81,-4.56,0.0000,210.0000,5.3597,172.6613,874240,796160,859392,952576
339.50,-3.44,-10.88,7.0714,210.0000,11.4054,186.9587,864000,788736,868608,971008
339.75,-4.50,-16.62,14.1429,210.0000,17.2233,189.6043,865024,784384,880384,997120
340.06,-5.50,-21.94,21.2143,210.0000,22.6165,190.9878,861696,782592,896256,1025536
340.25,-6.50,-26.81,28.2857,210.0000,27.5891,191.6230,859392,782336,921344,1091840
340.13,-7.38,-31.56,35.3571,210.0000,32.4127,191.9730,856064,777472,947968,1220096
339.94,-8.00,-36.38,42.4286,210.0000,37.2443,192.5338,859136,775424,977920,1362688
339.63,-8.69,-41.19,49.5000,210.0000,42.0937,192.7144,856576,773120,1044992,1500928
337.44,5.75,-10.56,0.0000,225.0000,12.0262,231.0004,850432,803072,876800,943616
337.13,5.56,-17.31,7.0714,225.0000,18.1842,219.9372,841984,795648,893184,961280
336.75,5.44,-24.12,14.1429,225.0000,24.7302,214.4516,836864,793600,918272,987392
336.44,5.56,-30.00,21.2143,225.0000,30.5113,211.9418,831744,792320,947456,1017344
336.25,5.75,-35.06,28.2857,225.0000,35.5309,210.5632,829696,792832,981760,1053696
336.00,5.75,-39.88,35.3571,225.0000,40.2874,209.2055,824576,793344,1093632,1176064
335.81,5.88,-44.38,42.4286,225.0000,44.7622,208.3543,823040,795392,1202176,1294848
335.56,5.94,-48.38,49.5000,225.0000,48.7380,207.5599,822272,794368,1271808,1393408
336.56,8.06,-9.25,0.0000,240.0000,12.2706,242.6386,865024,807424,876032,940544
336.19,8.94,-15.88,7.0714,240.0000,18.2180,230.5667,850944,801792,893952,948736
335.75,9.81,-22.44,14.1429,240.0000,24.4893,224.3710,840448,801536,917760,962560
335.31,10.75,-28.00,21.2143,240.0000,29.9927,221.3157,831488,802304,944896,983296
334.94,12.06,-32.94,28.2857,240.0000,35.0768,220.0514,826624,804864,979968,1009920
334.63,13.19,-37.75,35.3571,240.0000,39.9872,218.8812,819712,808448,1103360,1040896
334.31,14.13,-42.06,42.4286,240.0000,44.3708,217.8750,814848,812032,1219840,1098240
334.25,15.06,-45.94,49.5000,240.0000,48.3439,217.4039,811520,816640,1307136,1190400
338.50,9.25,-12.56,0.0000,255.0000,15.6006,239.8649,855296,804352,881920,941824
338.38,11.88,-18.25,7.0714,255.0000,21.7733,236.4264,842496,804864,904192,946944
338.00,13.88,-24.00,14.1429,255.0000,27.7221,233.0333,834560,809984,932864,959232
337.56,16.50,-28.87,21.2143,255.0000,33.2568,232.3074,825856,814592,963072,971264
337.31,18.94,-33.19,28.2857,255.0000,38.2105,232.0225,817408,820992,1043456,988928
337.25,21.19,-37.50,35.3571,255.0000,43.0716,231.7164,812800,829440,1161984,1006848
337.38,23.00,-41.94,42.4286,255.0000,47.8305,231.1169,805376,837376,1267456,1028352
337.31,24.56,-45.88,49.5000,255.0000,52.0368,230.4781,802048,843776,1313024,1044992
338.63,2.50,-2.31,0.0000,270.0000,3.4055,250.8562,877056,803840,842240,920832
338.63,6.44,-6.63,7.0714,270.0000,9.2375,247.8026,853760,803840,862976,920576
338.69,10.44,-11.44,14.1429,270.0000,15.4841,246.0701,839680,807680,882944,923136
338.69,14.88,-16.50,21.2143,270.0000,22.2152,245.7226,825344,812032,908544,924928
338.63,19.06,-21.69,28.2857,270.0000,28.8743,244.9393,818432,820992,941568,934912
338.63,22.81,-26.56,35.3571,270.0000,35.0139,244.2817,816384,832000,976896,946176
338.56,25.94,-31.12,42.4286,270.0000,40.5157,243.3681,809216,843264,1080832,956672
338.56,28.87,-35.38,49.5000,270.0000,45.6635,242.7857,802048,854528,1184768,968960
338.13,6.81,-9.06,0.0000,285.0000,11.3375,240.0581,857856,800768,863744,926720
338.38,11.94,-12.38,7.0714,285.0000,17.1943,247.3441,841984,806656,881664,921088
338.81,17.06,-15.94,14.1429,285.0000,23.3481,250.7650,829952,816896,906752,920064
339.06,21.12,-19.50,21.2143,285.0000,28.7492,251.3531,823808,827648,933120,922368
339.13,25.25,-23.06,28.2857,285.0000,34.1971,251.7175,818432,840960,964352,925696
339.19,29.00,-26.87,35.3571,285.0000,39.5382,251.3655,814848,856064,1046784,932352
339.25,32.56,-30.56,42.4286,285.0000,44.6585,251.0647,806912,871680,1157120,940544
338.94,35.63,-34.00,49.5000,285.0000,49.2457,250.2745,805888,888576,1243136,948736
335.94,9.63,-11.19,0.0000,300.0000,14.7581,241.6441,855552,804096,872448,928768
336.50,15.75,-13.38,7.0714,300.0000,20.6628,251.1619,847360,815360,890368,918528
337.13,21.31,-15.38,14.1429,300.0000,26.2795,256.3180,836352,827392,911104,914432
337.63,25.56,-17.81,21.2143,300.0000,31.1565,257.7554,832256,842752,937216,914432
337.81,29.75,-20.25,28.2857,300.0000,35.9878,258.5705,826368,859904,966400,910336
338.13,34.06,-22.75,35.3571,300.0000,40.9612,259.3865,818944,881920,1047296,913664
338.19,38.00,-25.37,42.4286,300.0000,45.6934,259.4540,815872,903424,1154048,917760
337.88,41.63,-28.12,49.5000,300.0000,50.2360,258.8291,814080,927488,1245952,922624
331.13,9.44,-10.94,0.0000,315.0000,14.4463,236.9145,857088,799232,869120,928512
331.69,13.38,-8.88,7.0714,315.0000,16.0517,253.1212,849920,809728,868352,908800
332.25,18.00,-7.31,14.1429,315.0000,19.4287,265.1406,848384,822528,874752,898304
332.69,23.44,-6.69,21.2143,315.0000,24.3729,271.7623,843264,841728,890112,891648
333.06,28.94,-6.25,28.2857,315.0000,29.6048,275.8748,839680,864000,907520,884480
333.31,34.25,-6.31,35.3571,315.0000,34.8269,277.8697,839424,891904,931328,881664
333.63,39.38,-6.06,42.4286,315.0000,39.8390,279.8720,841728,924928,958464,876032
333.75,44.13,-6.75,49.5000,315.0000,44.6383,280.0526,837632,960512,1008384,873472
332.19,14.13,-7.13,0.0000,330.0000,15.8203,260.4200,849920,808448,864768,910080
332.88,18.50,-4.25,7.0714,330.0000,18.9819,274.9370,850432,824576,866304,892416
333.63,21.94,-0.06,14.1429,330.0000,21.9376,288.4618,855552,844288,867840,880896
333.88,24.81,4.38,21.2143,330.0000,25.1953,298.8748,859136,866048,869632,870912
333.56,28.12,8.69,28.2857,330.0000,29.4362,305.7279,868864,892672,872960,862976
332.56,31.56,13.25,35.3571,330.0000,34.2309,310.3353,878848,923648,880896,855040
332.00,35.19,16.56,42.4286,330.0000,38.8906,312.2060,883200,959232,894976,849664
332.50,39.19,19.44,49.5000,330.0000,43.7433,313.8820,888832,1067008,910336,844032
