eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
351.44,-9.56,-27.69,21.2143,210.0000,29.2923,197.3840,1188352,825344,1059328,986624
351.31,-10.88,-33.25,28.2857,210.0000,34.9833,198.2012,1185280,839936,1080832,986368
350.94,-11.75,-38.06,35.3571,210.0000,39.8349,198.7819,1183488,855296,1101056,985856
350.56,-12.44,-42.44,42.4286,210.0000,44.2225,199.2278,1184512,872960,1124608,988160
350.13,-12.56,-46.19,49.5000,210.0000,47.8655,199.9092,1185024,888576,1139200,988416
348.88,-4.69,-13.81,0.0000,225.0000,14.5862,195.1295,1223936,804608,1016576,1004032
349.19,-4.44,-19.94,7.0714,225.0000,20.4254,201.6396,1210112,813056,1024768,989440
349.38,-4.38,-25.56,14.1429,225.0000,25.9342,204.6630,1201152,824320,1036032,981504
349.56,-4.56,-31.25,21.2143,225.0000,31.5813,206.2560,1197824,839168,1050624,975872
349.75,-4.63,-36.13,28.2857,225.0000,36.4199,207.4542,1196544,857600,1068032,974080
349.50,-4.44,-40.56,35.3571,225.0000,40.8045,208.2567,1197312,877056,1088512,974080
349.38,-4.31,-44.88,42.4286,225.0000,45.0817,208.8857,1200128,901376,1111296,974592
349.25,-4.13,-48.69,49.5000,225.0000,48.8619,209.4072,1202944,921600,1128960,975104
349.00,-6.88,-14.00,0.0000,240.0000,15.5970,187.8456,1218304,802560,1020928,1007616
349.13,-5.44,-19.19,7.0714,240.0000,19.9431,198.3029,1211648,816384,1028864,992000
348.75,-3.44,-24.25,14.1429,240.0000,24.4924,205.6819,1207296,831488,1038080,981504
348.25,-1.94,-29.87,21.2143,240.0000,29.9378,209.5394,1204992,848128,1049088,974080
347.88,-0.81,-35.31,28.2857,240.0000,35.3218,211.5569,1204992,867328,1062656,969984
347.63,0.06,-40.06,35.3571,240.0000,40.0625,212.7144,1207040,887808,1077760,968448
347.56,0.88,-44.50,42.4286,240.0000,44.5086,213.6890,1214208,916224,1100544,968960
347.69,1.63,-48.56,49.5000,240.0000,48.5897,214.6040,1218816,939264,1117184,968960
352.63,-6.81,-15.00,0.0000,255.0000,16.4745,193.1990,1218560,804352,1022464,1005056
353.00,-3.69,-19.81,7.0714,255.0000,20.1527,207.4568,1214720,819712,1025792,988160
352.50,-0.75,-24.50,14.1429,255.0000,24.5115,215.7466,1214464,836352,1030912,976640
351.44,2.50,-29.94,21.2143,255.0000,30.0417,221.2110,1218560,859136,1040640,970752
350.69,4.94,-35.00,28.2857,255.0000,35.3466,223.7173,1222912,879872,1049600,966144
350.13,7.00,-39.44,35.3571,255.0000,40.0539,225.1900,1228544,902656,1060352,963584
349.94,8.81,-43.44,42.4286,255.0000,44.3224,226.4059,1237504,928512,1074176,962816
349.88,10.31,-47.25,49.5000,255.0000,48.3623,227.1870,1245440,952576,1087744,961792
357.13,-6.50,-17.12,0.0000,270.0000,18.3171,201.3401,1216000,809216,1027328,1002240
357.38,-2.81,-20.62,7.0714,270.0000,20.8159,214.6099,1218560,826880,1028864,986624
356.19,1.56,-25.19,14.1429,270.0000,25.2359,224.7373,1224192,848128,1032192,975616
355.00,5.75,-29.87,21.2143,270.0000,30.4233,230.8944,1233152,871680,1037824,969728
353.88,9.38,-34.25,28.2857,270.0000,35.5099,234.1832,1242624,894720,1043456,965120
352.94,12.63,-38.19,35.3571,270.0000,40.2203,236.2317,1253376,918016,1050624,962560
352.19,15.31,-41.88,42.4286,270.0000,44.5869,237.2735,1266688,943616,1059072,961536
351.63,17.62,-45.31,49.5000,270.0000,48.6196,237.8793,1282048,968704,1068544,961536
359.69,-6.50,-17.06,0.0000,285.0000,18.2587,203.8330,1217280,810496,1029120,1004288
0.25,-1.63,-19.50,7.0714,285.0000,19.5676,220.4863,1226752,829952,1028352,989952
359.50,3.38,-23.19,14.1429,285.0000,23.4318,232.7814,1237760,851200,1027328,978432
358.19,8.44,-26.87,21.2143,285.0000,28.1684,240.6174,1254400,878848,1030656,972800
356.94,13.19,-30.50,28.2857,285.0000,33.2289,245.3200,1270528,902912,1033216,968448
355.75,17.62,-33.94,35.3571,285.0000,38.2413,248.1945,1291008,932352,1038336,965632
354.56,21.37,-37.19,42.4286,285.0000,42.8929,249.4523,1313536,961280,1042944,964352
353.38,24.94,-40.19,49.5000,285.0000,47.2960,250.1958,1339136,988928,1049344,965120
0.44,-2.56,-12.56,0.0000,300.0000,12.8212,213.9085,1211648,792064,1001984,992256
0.69,-1.00,-10.00,7.0714,300.0000,10.0499,219.9769,1209600,785408,991232,986880
1.00,2.38,-9.06,14.1429,300.0000,9.3685,240.6852,1215488,786432,986624,982784
1.37,7.25,-9.88,21.2143,300.0000,12.2506,262.6603,1227264,795392,985600,978688
1.88,12.25,-11.56,28.2857,300.0000,16.8450,273.5288,1243904,810240,986112,976640
2.38,17.06,-13.06,35.3571,300.0000,21.4885,279.9385,1262848,825088,986112,974080
2.94,21.56,-14.56,42.4286,300.0000,26.0194,283.9039,1283584,843264,987392,973824
3.50,26.06,-16.50,49.5000,300.0000,30.8465,286.1624,1308416,862464,988928,972544
1.81,-5.56,-9.38,0.0000,315.0000,10.9010,196.1304,1231872,801280,1018880,1019136
2.25,0.00,-10.06,7.0714,315.0000,10.0625,227.2500,1252352,817152,1012992,1008640
2.69,5.88,-11.19,14.1429,315.0000,12.6363,255.3932,1276672,835072,1006848,1000704
2.94,11.81,-12.13,21.2143,315.0000,16.9278,272.1896,1312512,857856,1004032,997120
2.94,18.37,-12.94,28.2857,315.0000,22.4726,282.7888,1347840,881152,1000704,993536
2.94,24.62,-14.00,35.3571,315.0000,28.3265,288.3181,1388032,905472,999680,992512
2.88,30.56,-14.69,42.4286,315.0000,33.9085,292.2073,1433856,930560,998400,992768
2.38,36.63,-15.50,49.5000,315.0000,39.7698,294.4365,1483776,958720,999424,993536
354.06,-1.12,-7.50,0.0000,330.0000,7.5839,210.5317,1238016,796416,999680,1005568
354.38,5.13,-6.56,7.0714,330.0000,8.3266,257.3632,1266176,807936,993024,1003008
354.25,11.00,-5.13,14.1429,330.0000,12.1353,284.2687,1288192,819200,987136,1001472
353.88,16.94,-3.75,21.2143,330.0000,17.3477,296.3910,1333760,834048,984832,1001984
353.38,23.06,-2.69,28.2857,330.0000,23.2186,301.7283,1371904,849920,982016,1002752
352.94,29.12,-1.44,35.3571,330.0000,29.1605,305.1119,1412608,865280,980736,1004800
352.63,35.31,0.00,42.4286,330.0000,35.3125,307.6250,1457152,883968,979712,1007872
352.31,40.50,1.12,49.5000,330.0000,40.5156,308.9036,1504512,904704,980736,1012480
357.00,-0.19,-12.44,0.0000,345.0000,12.4389,221.1363,1235200,811520,1016832,1004288
357.44,3.13,-11.44,7.0714,345.0000,11.8567,237.7191,1260800,821504,1008128,1004800
356.81,7.88,-8.63,14.1429,345.0000,11.6793,264.2099,1293824,830208,998656,1005824
356.00,13.63,-5.88,21.2143,345.0000,14.8377,287.6747,1336832,842752,992768,1009920
355.19,19.37,-2.94,28.2857,345.0000,19.5964,301.5664,1388544,857856,989440,1016832
354.69,25.19,0.00,35.3571,345.0000,25.1875,309.6875,1442048,872960,984576,1022976
353.81,30.94,3.19,42.4286,345.0000,31.1013,314.6950,1506816,891648,983296,1032960
353.00,36.25,6.69,49.5000,345.0000,36.8617,318.4526,1561856,907776,981760,1040384
359.19,-1.37,-14.25,0.0000,0.0000,14.3162,218.6760,1223424,810752,1018624,998656
