eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
359.56,-3.25,-3.38,0.0000,0.0000,4.6854,180.6434,1249280,797696,1009664,1027584
359.56,0.00,-0.63,7.0714,0.0000,0.6250,224.5625,1282304,801536,1000192,1034240
359.50,3.81,3.00,14.1429,0.0000,4.8513,352.6987,1319936,806144,990464,1042176
359.50,8.50,7.44,21.2143,0.0000,11.2945,355.6859,1366784,812544,985600,1053184
359.44,13.44,12.06,28.2857,0.0000,18.0574,356.3510,1421056,820992,980992,1066496
359.38,18.12,16.75,35.3571,0.0000,24.6795,357.1172,1481984,831232,979968,1082624
359.38,22.81,21.87,42.4286,0.0000,31.6058,358.1732,1534720,840704,978432,1096960
359.25,26.37,26.50,49.5000,0.0000,37.3884,359.3854,1576704,850176,977408,1112320
358.56,-3.56,-7.19,0.0000,15.0000,8.0219,197.1971,1239040,804352,1018368,1020160
358.56,-1.56,-2.63,7.0714,15.0000,3.0548,192.7998,1264896,801536,1005312,1028352
358.56,1.19,1.44,14.1429,15.0000,1.8646,4.0028,1302528,802304,996608,1043200
358.50,4.81,6.69,21.2143,15.0000,8.2391,7.7602,1345792,804864,989952,1060096
358.44,8.06,12.44,28.2857,15.0000,14.8221,10.4845,1394688,807680,984832,1080832
358.44,11.56,18.06,35.3571,15.0000,21.4463,10.8126,1456128,813824,984064,1106688
358.50,14.75,23.75,42.4286,15.0000,27.9576,11.6575,1515264,819968,982016,1130496
358.44,17.56,29.31,49.5000,15.0000,34.1711,12.5097,1572864,827392,982272,1158144
356.81,-7.06,-3.50,0.0000,30.0000,7.8822,158.1744,1231872,786688,1006848,1024768
356.56,-5.50,2.19,7.0714,30.0000,5.9191,109.8734,1253376,782336,998400,1039104
356.38,-3.56,8.31,14.1429,30.0000,9.0437,64.5736,1284608,782336,993536,1059072
356.38,-1.88,14.06,21.2143,30.0000,14.1869,48.9696,1319680,781568,989952,1080832
356.69,0.19,19.69,28.2857,30.0000,19.6884,41.1418,1359360,783104,987648,1106688
357.25,2.69,25.06,35.3571,30.0000,25.2062,36.1295,1406720,786176,986112,1132544
357.63,4.81,30.00,42.4286,30.0000,30.3836,33.5114,1455872,790784,986624,1161728
358.00,6.88,35.19,49.5000,30.0000,35.8528,31.9447,1508352,795392,987136,1192192
354.94,-6.31,-4.00,0.0000,45.0000,7.4731,162.2985,1239040,795392,1015552,1028864
354.56,-6.13,2.13,7.0714,45.0000,6.4832,110.4289,1259520,788480,1007872,1051136
354.25,-6.19,8.56,14.1429,45.0000,10.5642,75.1029,1285888,782592,1003008,1076480
353.94,-6.19,14.63,21.2143,45.0000,15.8800,61.8696,1321216,780032,1000192,1111552
353.69,-5.88,20.50,28.2857,45.0000,21.3252,54.6790,1359872,778752,998656,1146112
353.81,-5.00,26.25,35.3571,45.0000,26.7219,49.5968,1399040,778752,999168,1183744
354.06,-4.38,31.69,42.4286,45.0000,31.9881,46.9235,1450240,780544,1001216,1225728
354.50,-3.56,36.88,49.5000,45.0000,37.0467,45.0182,1494016,782592,1002496,1261568
358.31,-5.88,-8.19,0.0000,60.0000,10.0772,187.6509,1228032,799488,1019136,1016832
357.94,-6.19,-2.69,7.0714,60.0000,6.7459,156.4149,1241856,788736,1013760,1039360
358.00,-7.94,2.81,14.1429,60.0000,8.4210,113.4892,1256192,781568,1010432,1068032
358.56,-9.63,9.00,21.2143,60.0000,13.1773,90.4845,1285888,775680,1009152,1102848
359.19,-10.88,15.31,28.2857,60.0000,18.7813,79.5700,1311232,771840,1008640,1139712
359.88,-12.06,21.62,35.3571,60.0000,24.7618,74.0279,1345536,771072,1012480,1186048
0.50,-12.88,27.50,42.4286,60.0000,30.3647,70.5881,1376768,769536,1013760,1224960
1.19,-13.31,32.69,49.5000,60.0000,35.2944,68.3469,1414144,770816,1018112,1264896
1.37,-7.94,-10.00,0.0000,75.0000,12.7673,187.9342,1214464,794112,1019648,1011456
1.12,-9.38,-5.25,7.0714,75.0000,10.7449,165.3738,1221376,783360,1016832,1033216
1.75,-12.69,0.19,14.1429,75.0000,12.6889,135.9033,1234176,775680,1018112,1063168
2.69,-15.75,6.25,21.2143,75.0000,16.9448,116.0431,1246464,768256,1018880,1095424
3.56,-18.31,11.94,28.2857,75.0000,21.8598,105.4631,1263104,764672,1021696,1131008
4.31,-20.75,17.56,35.3571,75.0000,27.1846,99.0684,1282048,763136,1026816,1170688
5.06,-22.56,22.69,42.4286,75.0000,31.9967,94.9042,1305088,762112,1032448,1210880
5.81,-24.06,27.37,49.5000,75.0000,36.4471,92.1278,1327104,761344,1037056,1246720
3.81,-0.25,-15.38,0.0000,90.0000,15.3770,227.8809,1225216,814848,1018112,993280
3.50,-3.38,-11.38,7.0714,90.0000,11.8651,211.9742,1223936,800256,1017856,1010432
4.19,-7.63,-6.75,14.1429,90.0000,10.1835,180.7042,1225472,787200,1019136,1031680
5.06,-12.19,-1.88,21.2143,90.0000,12.3309,148.8087,1228288,777216,1021184,1058304
5.81,-16.44,2.81,28.2857,90.0000,16.6764,131.1031,1237248,772096,1028096,1092608
6.50,-20.44,7.44,35.3571,90.0000,21.7487,121.5028,1247744,767488,1035520,1128960
7.13,-23.94,11.81,42.4286,90.0000,26.6934,115.8599,1257472,764416,1042432,1163776
7.75,-27.06,16.00,49.5000,90.0000,31.4385,112.1574,1271552,762112,1052160,1204480
3.94,-3.69,-13.88,0.0000,105.0000,14.3566,214.0543,1222912,809216,1022720,1002240
3.50,-8.19,-11.31,7.0714,105.0000,13.9645,192.6046,1215232,794368,1027584,1019904
4.38,-13.00,-7.50,14.1429,105.0000,15.0083,169.3566,1215488,784384,1035008,1046784
5.44,-18.62,-3.94,21.2143,105.0000,19.0367,152.3746,1213952,775168,1043200,1074944
6.44,-24.00,-0.44,28.2857,105.0000,24.0040,142.4818,1216256,769280,1052672,1106944
7.50,-29.06,2.88,35.3571,105.0000,29.2044,136.8504,1221888,765696,1065472,1143040
8.31,-33.50,6.13,42.4286,105.0000,34.0553,132.9512,1226240,763648,1079040,1178368
8.56,-37.63,9.06,49.5000,105.0000,38.7010,130.0200,1233920,762880,1095936,1216256
355.38,-5.50,-20.56,0.0000,120.0000,21.2854,205.4003,1198336,810496,1027584,984576
354.00,-10.94,-19.81,7.0714,120.0000,22.6310,190.0991,1189888,798976,1033472,995328
353.38,-15.44,-18.81,14.1429,120.0000,24.3357,179.0028,1184256,790272,1042176,1008896
353.38,-20.81,-17.31,21.2143,120.0000,27.0718,168.1298,1180672,783872,1051648,1024512
353.69,-25.87,-16.06,28.2857,120.0000,30.4552,160.5184,1179904,779520,1064960,1043712
354.75,-30.25,-14.75,35.3571,120.0000,33.6545,155.7440,1174528,776960,1078528,1065216
355.75,-34.81,-13.69,42.4286,120.0000,37.4067,152.2136,1182976,775424,1096960,1094144
356.63,-38.88,-12.69,49.5000,120.0000,40.8930,149.6999,1185536,774912,1115392,1121536
350.69,-7.13,-6.31,0.0000,135.0000,9.5191,167.2273,1209344,780800,1003008,1006848
350.38,-12.94,-6.88,7.0714,135.0000,14.6508,153.3612,1199616,776704,1012224,1016064
350.06,-18.94,-7.38,14.1429,135.0000,20.3229,146.3404,1190912,773120,1024512,1028096
349.75,-24.37,-7.88,21.2143,135.0000,25.6155,142.6544,1188096,771584,1039104,1043712
349.50,-28.37,-8.25,28.2857,135.0000,29.5500,140.7117,1185536,770816,1054464,1061632
349.19,-32.75,-8.94,35.3571,135.0000,33.9476,139.4519,1186560,771072,1074176,1085696
349.13,-36.88,-9.31,42.4286,135.0000,38.0327,138.2983,1187840,771584,1094400,1110016
349.06,-41.13,-9.69,49.5000,135.0000,42.2506,137.3176,1188864,772864,1117440,1137664
350.63,-5.81,-4.88,0.0000,150.0000,7.5862,165.6119,1232384,791552,1010944,1022464
350.31,-12.50,-6.38,7.0714,150.0000,14.0318,152.3341,1211136,783360,1022208,1028608
349.94,-18.12,-7.69,14.1429,150.0000,19.6879,147.9211,1199360,780032,1037056,1040640
349.75,-23.19,-10.06,21.2143,150.0000,25.2767,148.2090,1191424,777216,1054720,1053952
350.13,-28.50,-11.69,28.2857,150.0000,30.8034,147.4229,1185280,775936,1072384,1069056
350.69,-33.50,-12.94,35.3571,150.0000,35.9114,146.8038,1183232,775936,1092096,1090048
351.19,-38.06,-14.06,42.4286,150.0000,40.5772,146.4647,1181952,776192,1114880,1113344
351.75,-42.38,-15.19,49.5000,150.0000,45.0144,146.4680,1184000,779008,1137664,1141504
353.25,-6.38,-8.94,0.0000,165.0000,10.9781,182.7502,1226752,798976,1019904,1015808
352.88,-11.31,-11.75,7.0714,165.0000,16.3106,173.9618,1205248,794368,1033984,1018112
352.88,-16.12,-15.06,14.1429,165.0000,22.0657,170.9238,1191424,791040,1049856,1022464
353.19,-21.44,-18.81,21.2143,165.0000,28.5215,169.4561,1180928,791296,1069824,1029632
353.69,-26.25,-22.00,28.2857,165.0000,34.2500,168.6537,1175040,792064,1089536,1039104
354.13,-30.37,-25.06,35.3571,165.0000,39.3798,168.6511,1172224,795392,1112064,1052672
354.69,-33.81,-27.75,42.4286,165.0000,43.7418,169.0633,1169920,796928,1131776,1064704
355.25,-37.06,-30.12,49.5000,165.0000,47.7613,169.3547,1170432,799744,1147648,1079808
353.81,-6.31,-10.38,0.0000,180.0000,12.1445,187.4947,1229824,800768,1018368,1015552
353.69,-9.94,-13.94,7.0714,180.0000,17.1175,183.1985,1207552,798720,1031936,1012224
353.75,-13.81,-17.62,14.1429,180.0000,22.3925,180.6646,1190912,798208,1047808,1010688
353.94,-18.19,-22.31,21.2143,180.0000,28.7860,179.7531,1180160,800512,1065984,1012480
354.13,-22.00,-26.75,28.2857,180.0000,34.6347,179.6901,1174272,804608,1087232,1016832
354.38,-25.06,-30.62,35.3571,180.0000,39.5730,180.0792,1170176,808704,1106432,1022208
354.44,-27.44,-33.88,42.4286,180.0000,43.5928,180.4313,1169920,815360,1126912,1030144
354.44,-29.25,-36.50,49.5000,180.0000,46.7741,180.7299,1167360,819968,1140736,1036032
353.31,-5.19,-9.88,0.0000,195.0000,11.1546,190.5988,1229568,801024,1015296,1010176
353.38,-7.00,-14.50,7.0714,195.0000,16.1012,192.6056,1208832,804096,1028352,1003008
353.56,-10.25,-19.62,14.1429,195.0000,22.1405,190.9847,1193216,806144,1041408,997376
353.50,-13.13,-25.19,21.2143,195.0000,28.4020,190.9763,1183488,812544,1059072,995072
353.44,-15.63,-30.06,28.2857,195.0000,33.8806,190.9743,1178112,820224,1078784,997120
353.56,-17.37,-34.31,35.3571,195.0000,38.4609,191.7060,1176064,830720,1099264,999424
353.44,-18.81,-37.94,42.4286,195.0000,42.3458,192.0615,1174272,841216,1118976,1001728
353.00,-19.19,-40.63,49.5000,195.0000,44.9283,192.7183,1175040,851200,1131776,1003008
350.69,-6.31,-11.88,0.0000,210.0000,13.4485,187.6934,1227008,804096,1021184,1012736
350.94,-6.69,-17.37,7.0714,210.0000,18.6176,194.8862,1210112,809728,1032448,1000960
351.38,-7.88,-22.37,14.1429,210.0000,23.7204,196.9852,1196288,816384,1044224,991488
