eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
10.56,-22.50,-28.87,42.4286,180.0000,36.6062,197.6360,881664,918016,1104128,1071616
10.50,-25.44,-32.56,49.5000,180.0000,41.3205,197.5034,888064,915968,1112064,1094144
10.19,1.56,-6.94,0.0000,195.0000,7.1113,247.8802,849920,957440,1078784,957184
10.00,-1.00,-12.06,7.0714,195.0000,12.1039,230.2609,852224,945408,1081856,969984
10.31,-3.94,-17.12,14.1429,195.0000,17.5718,222.3637,850432,936448,1088512,983296
10.63,-6.69,-21.69,21.2143,195.0000,22.6952,218.4875,849920,930560,1096192,998144
10.81,-8.88,-26.12,28.2857,195.0000,27.5913,217.0492,850688,926208,1108224,1018880
11.00,-11.19,-30.25,35.3571,195.0000,32.2525,215.7039,854016,924416,1120512,1043200
11.06,-13.06,-34.31,42.4286,195.0000,36.7148,215.2211,856832,922112,1133824,1067008
10.94,-15.25,-38.56,49.5000,195.0000,41.4684,214.3606,861440,920832,1150208,1093888
8.94,0.56,-6.56,0.0000,210.0000,6.5866,238.8366,858624,956928,1076736,960000
8.94,-0.75,-12.69,7.0714,210.0000,12.7096,230.5545,851456,945920,1083136,970496
9.06,-2.31,-18.87,14.1429,210.0000,19.0161,227.0776,847104,937984,1092864,981760
9.31,-3.81,-24.62,21.2143,210.0000,24.9184,225.5117,844032,932608,1105920,998144
9.56,-5.19,-29.00,28.2857,210.0000,29.4603,224.4207,843520,930048,1120000,1015040
9.56,-6.56,-33.44,35.3571,210.0000,34.0754,223.4587,843264,927232,1135104,1035520
9.56,-7.69,-37.38,42.4286,210.0000,38.1574,222.9397,845056,925952,1152000,1057536
9.50,-8.75,-41.50,49.5000,210.0000,42.4124,222.5939,845568,925952,1172480,1085952
6.63,-1.31,-10.06,0.0000,225.0000,10.1477,224.1936,857600,950016,1075200,964096
6.75,-1.25,-16.56,7.0714,225.0000,16.6096,227.4340,849664,943872,1087744,972288
6.81,-1.12,-22.31,14.1429,225.0000,22.3408,228.9261,842496,938752,1100032,980480
6.88,-1.00,-27.25,21.2143,225.0000,27.2683,229.7733,838144,937728,1115904,995840
6.94,-0.88,-32.06,28.2857,225.0000,32.0744,230.3742,834816,935680,1132800,1010432
7.00,-0.88,-36.31,35.3571,225.0000,36.3230,230.6197,834304,935168,1152256,1025280
7.06,-0.88,-40.56,42.4286,225.0000,40.5719,230.8267,834304,935680,1175296,1047808
7.13,-0.81,-44.63,49.5000,225.0000,44.6324,231.0819,834560,937472,1201920,1074176
6.88,0.56,-9.75,0.0000,240.0000,9.7662,235.1769,855808,953600,1079040,961536
6.94,1.69,-16.25,7.0714,240.0000,16.3374,237.8662,844544,949248,1093632,971008
7.00,2.56,-22.19,14.1429,240.0000,22.3350,238.5881,837632,946176,1109504,977664
6.94,3.50,-27.94,21.2143,240.0000,28.1559,239.0783,832000,945152,1127936,990208
6.94,4.00,-32.75,28.2857,240.0000,32.9934,238.9010,829440,944640,1147648,1002240
6.75,4.88,-37.44,35.3571,240.0000,37.7536,239.1691,825856,945152,1169152,1016576
6.88,5.56,-41.63,42.4286,240.0000,41.9950,239.4866,825856,948992,1197568,1035520
6.69,6.19,-45.44,49.5000,240.0000,45.8569,239.4421,820992,951296,1221888,1052416
8.56,2.88,-7.81,0.0000,255.0000,8.3247,253.7661,853248,957952,1076992,953600
8.50,5.44,-13.38,7.0714,255.0000,14.4380,255.6238,840960,955648,1090560,955136
8.25,8.31,-18.69,14.1429,255.0000,20.4529,257.2303,834048,957952,1110784,962048
8.00,10.81,-23.44,21.2143,255.0000,25.8114,257.7655,827648,957696,1127168,966144
7.94,12.69,-28.06,28.2857,255.0000,30.7973,257.2660,819456,959488,1146368,972800
7.94,14.63,-32.38,35.3571,255.0000,35.5251,257.2480,820736,964864,1169664,982528
8.13,16.37,-36.69,42.4286,255.0000,40.1760,257.1780,818688,969984,1193728,992000
8.50,17.50,-40.25,49.5000,255.0000,43.8898,256.9986,818688,975872,1218816,1005312
12.38,2.94,-8.63,0.0000,270.0000,9.1115,256.1828,855040,956672,1076480,954624
12.63,7.50,-13.19,7.0714,270.0000,15.1710,267.2528,843264,958720,1090560,956160
12.81,11.00,-17.31,14.1429,270.0000,20.5115,270.2435,835584,961792,1106944,955392
12.94,13.75,-21.37,21.2143,270.0000,25.4156,270.6897,830208,967168,1125120,960768
12.81,16.75,-25.19,28.2857,270.0000,30.2485,271.4369,826112,973568,1145344,965120
12.50,19.69,-28.94,35.3571,270.0000,34.9997,271.7293,822784,980992,1167104,967168
12.31,22.31,-32.44,42.4286,270.0000,39.3705,271.8351,820224,989184,1189376,972544
12.19,24.50,-35.88,49.5000,270.0000,43.4427,271.5177,818944,999168,1214208,982016
11.69,3.19,-10.19,0.0000,285.0000,10.6745,254.0615,856064,956416,1079296,958720
12.13,7.94,-12.94,7.0714,285.0000,15.1784,268.6552,844544,962048,1094400,955648
12.31,12.81,-16.50,14.1429,285.0000,20.8904,275.1424,836096,968704,1110784,956416
12.38,17.12,-19.44,21.2143,285.0000,25.9053,278.7560,830720,977920,1128704,955648
12.13,21.12,-22.37,28.2857,285.0000,30.7718,280.4790,827392,988928,1148160,954112
11.69,25.06,-25.31,35.3571,285.0000,35.6209,281.4031,824832,1003008,1171968,957440
10.94,28.56,-28.19,42.4286,285.0000,40.1292,281.3161,823552,1018112,1196288,962560
10.13,31.81,-31.06,49.5000,285.0000,44.4625,280.8084,822784,1033472,1221632,966400
10.75,5.75,-7.50,0.0000,300.0000,9.4505,273.2262,855296,964096,1079808,955392
11.13,11.94,-9.44,7.0714,300.0000,15.2174,287.7960,846080,975616,1094912,950016
11.69,17.75,-11.44,14.1429,300.0000,21.1158,293.8912,840192,988416,1111552,946688
12.25,23.19,-13.06,21.2143,300.0000,26.6137,297.8556,836352,1004288,1129472,942080
12.81,28.37,-14.69,28.2857,300.0000,31.9510,300.4455,833536,1022464,1149952,943872
13.25,33.06,-16.25,35.3571,300.0000,36.8401,302.0762,833280,1044480,1174528,943104
13.63,37.00,-17.81,42.4286,300.0000,41.0644,302.9180,832512,1067520,1197568,943104
13.69,40.88,-19.69,49.5000,300.0000,45.3692,302.9697,829440,1097728,1227264,948480
7.75,6.75,-8.88,0.0000,315.0000,11.1503,270.0053,850944,960768,1079296,955648
8.31,13.25,-9.06,7.0714,315.0000,16.0528,288.9418,845312,976128,1092352,946688
8.81,19.44,-9.38,14.1429,315.0000,21.5802,298.0638,839680,990464,1104896,940800
9.25,25.25,-9.75,21.2143,315.0000,27.0670,303.1365,837376,1010176,1122048,940544
9.81,30.75,-9.88,28.2857,315.0000,32.2967,307.0087,837120,1033728,1140480,936192
10.25,35.56,-10.06,35.3571,315.0000,36.9587,309.4510,839168,1061376,1161984,936448
10.56,40.13,-10.56,42.4286,315.0000,41.4920,310.8146,840448,1092352,1186304,938496
10.94,44.31,-11.13,49.5000,315.0000,45.6877,311.8442,842240,1123840,1209856,938752
8.00,4.50,-4.94,0.0000,330.0000,6.6805,275.3458,857344,961792,1070848,950016
8.38,10.69,-3.50,7.0714,330.0000,11.2460,305.2421,846080,979200,1079040,944640
8.69,16.94,-2.13,14.1429,330.0000,17.0703,316.5365,854272,995072,1086208,937728
9.00,22.75,-0.63,21.2143,330.0000,22.7586,322.4263,854272,1017600,1097472,931072
9.25,28.37,1.50,28.2857,330.0000,28.4146,327.2760,857344,1045248,1111040,929024
9.38,33.31,3.44,35.3571,330.0000,33.4894,330.2665,859648,1073664,1124096,926720
9.25,37.56,5.25,42.4286,330.0000,37.9276,332.2065,864768,1107456,1141504,925696
8.88,41.31,6.81,49.5000,330.0000,41.8704,333.2389,869376,1143808,1161216,928768
9.31,7.25,-6.13,0.0000,345.0000,9.4909,284.1205,858112,962816,1076992,953856
9.75,12.13,-3.81,7.0714,345.0000,12.7103,307.2951,856576,979200,1080576,942592
9.88,17.25,-1.56,14.1429,345.0000,17.3206,319.6993,857088,999424,1087232,937984
9.56,22.81,1.37,21.2143,345.0000,22.8539,328.0118,858368,1021952,1094912,932864
9.19,27.75,4.81,28.2857,345.0000,28.1642,334.0261,860928,1049344,1103616,926464
8.69,32.25,7.88,35.3571,345.0000,33.1976,337.4098,868864,1083136,1117696,926976
8.31,36.00,11.13,42.4286,345.0000,37.6798,340.4851,875008,1118208,1129984,922624
8.06,39.63,14.19,49.5000,345.0000,42.0883,342.7621,882432,1155840,1145088,924160
13.63,7.25,-5.44,0.0000,0.0000,9.0625,291.7551,853504,962304,1073920,949504
14.13,11.63,-1.12,7.0714,0.0000,11.6793,323.5975,856832,980736,1075712,943104
14.56,15.88,2.81,14.1429,0.0000,16.1222,339.6091,859392,998656,1076992,935424
14.44,19.81,6.56,21.2143,0.0000,20.8711,347.7640,864256,1021696,1081088,930560
14.00,23.69,10.75,28.2857,0.0000,26.0127,353.4098,871680,1047552,1086976,924416
13.50,27.19,14.56,35.3571,0.0000,30.8420,356.6749,879616,1078016,1095168,924416
13.00,30.31,18.50,42.4286,0.0000,35.5119,359.3961,887552,1107968,1102336,923648
12.56,33.13,22.56,49.5000,0.0000,40.0791,1.8225,899840,1146368,1112576,923392
