eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
356.00,29.25,-4.81,28.2857,300.0000,29.6433,301.6568,986624,946176,1564672,927744
356.19,33.56,-6.81,35.3571,300.0000,34.2469,299.7135,985856,963840,1585408,926976
356.31,37.75,-8.50,42.4286,300.0000,38.6951,298.6231,985344,983296,1607936,927744
356.19,41.69,-10.56,49.5000,300.0000,43.0048,296.9695,985088,1006336,1631744,927488
352.94,11.19,2.56,0.0000,315.0000,11.4772,320.8386,1001984,893184,1489152,941824
352.81,18.00,1.81,7.0714,315.0000,18.0910,313.5625,995328,906752,1502208,928256
352.88,23.87,0.88,14.1429,315.0000,23.8910,309.9739,993024,922368,1519360,925184
352.94,28.87,0.12,21.2143,315.0000,28.8753,308.1856,991488,941056,1539840,923648
353.06,33.88,-0.19,28.2857,315.0000,33.8755,307.7454,992256,964352,1561600,922624
353.19,38.50,-0.06,35.3571,315.0000,38.5000,308.0945,992768,986368,1576960,919296
353.25,42.13,-0.63,42.4286,315.0000,42.1296,307.4000,993536,1011968,1599488,919552
353.19,45.19,-0.88,49.5000,315.0000,45.1960,307.0782,996608,1043712,1626368,920320
352.63,3.88,4.44,0.0000,330.0000,5.8913,356.4963,1011712,882944,1478144,943104
352.44,10.19,5.44,7.0714,330.0000,11.5478,335.5282,1004288,898304,1485312,929024
352.25,16.19,6.00,14.1429,330.0000,17.2637,327.5875,1001472,917760,1497344,923392
351.94,21.12,6.38,21.2143,330.0000,22.0660,323.7300,1000704,937984,1510400,919040
351.63,26.69,7.50,28.2857,330.0000,27.7213,322.3220,994304,959744,1524992,914688
351.50,31.50,8.56,35.3571,330.0000,32.6430,321.7070,1002496,984064,1537792,912128
351.50,35.94,9.38,42.4286,330.0000,37.1402,321.1209,1004288,1008128,1554176,910080
351.69,40.31,10.63,49.5000,330.0000,41.6892,321.4529,1006848,1038080,1571072,908544
355.00,5.81,2.38,0.0000,345.0000,6.2790,332.2250,1005824,880896,1479680,941312
355.06,10.81,5.94,7.0714,345.0000,12.3355,338.8352,1004032,894208,1479424,928512
355.19,15.00,9.25,14.1429,345.0000,17.6228,341.8482,1006336,910848,1480960,921344
355.19,18.62,12.75,21.2143,345.0000,22.5711,344.5816,1010944,929792,1484288,916224
355.06,22.31,16.81,28.2857,345.0000,27.9376,347.0606,1016064,952832,1488128,911616
354.88,25.75,20.69,35.3571,345.0000,33.0308,348.6533,1024256,979456,1495296,908800
354.75,28.81,24.37,42.4286,345.0000,37.7399,349.9808,1030912,1006592,1502720,905728
354.69,31.62,27.94,49.5000,345.0000,42.1977,351.1448,1038848,1035008,1512448,903680
