"[55, 73, 63, 51]","[1827328, 1495552, 1140480, 1103616]"
"[55, 79, 64, 47]","[2093824, 1512960, 1124608, 1116928]"
"[56, 85, 67, 42]","[2457600, 1563904, 1106944, 1136640]"
"[57, 95, 73, 38]","[2848256, 1633536, 1092096, 1160960]"
"[58, 107, 77, 34]","[3268608, 1731072, 1082368, 1189632]"
"[60, 121, 84, 32]","[3666432, 1823232, 1074432, 1231104]"
"[58, 108, 77, 35]","[3142144, 1716480, 1086464, 1184256]"
"[56, 96, 72, 38]","[2664704, 1627904, 1102336, 1155840]"
"[57, 87, 69, 42]","[2254336, 1559040, 1118208, 1133568]"
"[56, 79, 65, 48]","[1903872, 1511680, 1135616, 1116416]"
"[57, 74, 62, 51]","[1659136, 1494784, 1150720, 1105152]"
"[55, 66, 60, 53]","[1446400, 1480704, 1170688, 1096704]"
"[56, 57, 57, 58]","[1311232, 1475584, 1199616, 1093376]"
"[58, 52, 58, 65]","[1200384, 1472768, 1243648, 1095168]"
"[60, 57, 55, 60]","[1297152, 1432576, 1203712, 1117184]"
"[63, 62, 53, 56]","[1396992, 1402880, 1173248, 1140224]"
"[67, 70, 52, 53]","[1533440, 1386496, 1155328, 1174784]"
"[70, 74, 50, 51]","[1710336, 1368064, 1143808, 1236736]"
"[74, 80, 48, 48]","[1921280, 1350912, 1133056, 1409536]"
"[80, 87, 48, 43]","[2179584, 1329152, 1124864, 1610240]"
"[88, 96, 46, 41]","[2478592, 1324544, 1125888, 1838080]"
"[96, 107, 45, 38]","[2829568, 1318912, 1124352, 2088704]"
"[89, 95, 46, 40]","[2403840, 1321984, 1127168, 1761024]"
"[83, 88, 47, 44]","[2099200, 1335296, 1136896, 1527552]"
"[74, 79, 48, 47]","[1849600, 1353728, 1149952, 1331456]"
"[72, 74, 51, 51]","[1655808, 1371648, 1160960, 1199360]"
"[68, 70, 52, 54]","[1499648, 1391104, 1176320, 1157376]"
"[63, 62, 52, 55]","[1379072, 1414144, 1194496, 1123584]"
"[60, 57, 55, 59]","[1294592, 1443584, 1218816, 1103872]"
"[57, 52, 58, 67]","[1231872, 1481984, 1248768, 1087744]"
"[61, 53, 53, 65]","[1218304, 1416704, 1244160, 1121280]"
"[70, 57, 50, 65]","[1217024, 1373184, 1245184, 1155584]"
"[74, 57, 46, 67]","[1226752, 1340416, 1256448, 1207552]"
"[81, 60, 41, 67]","[1237504, 1307648, 1272576, 1372928]"
"[89, 62, 38, 66]","[1274368, 1284608, 1296384, 1612032]"
"[100, 66, 33, 67]","[1312512, 1262080, 1341440, 1875712]"
"[111, 68, 29, 70]","[1357056, 1238528, 1417728, 2146304]"
"[122, 74, 25, 73]","[1401600, 1216768, 1493760, 2404608]"
"[110, 70, 29, 69]","[1355520, 1243136, 1426944, 2070016]"
"[100, 67, 33, 67]","[1318144, 1267456, 1360896, 1762560]"
"[90, 62, 37, 66]","[1293312, 1291520, 1305856, 1504256]"
"[81, 59, 41, 65]","[1279232, 1317888, 1284864, 1286400]"
"[73, 58, 45, 67]","[1273088, 1345536, 1270528, 1186048]"
"[69, 56, 49, 66]","[1271296, 1380608, 1261312, 1142016]"
"[64, 54, 53, 66]","[1266176, 1416960, 1252864, 1108992]"
"[58, 53, 58, 67]","[1278720, 1473280, 1251840, 1084928]"
"[62, 50, 56, 69]","[1189888, 1422848, 1290752, 1106432]"
"[68, 50, 52, 76]","[1162752, 1391360, 1413376, 1134080]"
"[74, 45, 48, 82]","[1144320, 1371648, 1591040, 1173504]"
"[82, 44, 46, 89]","[1123072, 1357568, 1805056, 1218304]"
"[91, 42, 42, 96]","[1097472, 1341440, 2044672, 1343232]"
"[101, 40, 41, 106]","[1074688, 1331712, 2308864, 1510144]"
"[115, 39, 38, 119]","[1054720, 1319936, 2423808, 1615616]"
"[103, 39, 40, 107]","[1073920, 1332736, 2149632, 1428480]"
"[93, 41, 43, 97]","[1097339, 1346048, 1874944, 1271808]"
"[83, 43, 44, 90]","[1124352, 1367808, 1667584, 1200640]"
"[74, 46, 48, 81]","[1154816, 1391616, 1487360, 1163520]"
"[69, 48, 51, 75]","[1180160, 1416448, 1329664, 1131520]"
"[63, 50, 56, 71]","[1196032, 1439488, 1268224, 1106688]"
