"[58, 51, 57, 66]","[1338624, 1569792, 1297664, 1123840]"
"[60, 49, 58, 74]","[1196544, 1547264, 1441024, 1118464]"
"[62, 44, 57, 81]","[1163776, 1550592, 1612800, 1120000]"
"[66, 40, 59, 91]","[1139456, 1601536, 1868800, 1131776]"
"[70, 36, 58, 100]","[1114624, 1644032, 2138624, 1146112]"
"[74, 32, 61, 112]","[1086678, 1701632, 2457088, 1162496]"
"[81, 28, 64, 126]","[1064960, 1727232, 2699520, 1177856]"
"[88, 23, 68, 147]","[1045248, 1778176, 2959872, 1195264]"
"[79, 28, 65, 129]","[1065216, 1661440, 2445568, 1165056]"
"[74, 32, 62, 113]","[1089792, 1624320, 2169856, 1150976]"
"[68, 36, 61, 100]","[1118976, 1574912, 1863424, 1135104]"
"[66, 40, 57, 91]","[1150720, 1553920, 1637120, 1126144]"
"[63, 45, 57, 81]","[1178112, 1521664, 1415424, 1113856]"
"[61, 48, 57, 73]","[1191680, 1503744, 1287168, 1105920]"
"[57, 53, 57, 65]","[1262592, 1501440, 1238272, 1100544]"
"[55, 50, 61, 73]","[1195008, 1633280, 1282304, 1083136]"
"[54, 46, 65, 78]","[1189888, 1797120, 1399808, 1078528]"
"[52, 44, 68, 88]","[1186816, 1984768, 1568256, 1078784]"
"[52, 41, 75, 95]","[1181440, 2199040, 1753600, 1073408]"
"[51, 37, 83, 105]","[1173504, 2431232, 1960704, 1067520]"
"[51, 34, 90, 116]","[1163520, 2664704, 2190080, 1063936]"
"[51, 31, 101, 130]","[1159168, 2898944, 2403584, 1061120]"
"[51, 27, 113, 150]","[1166848, 3143168, 2628352, 1068800]"
"[52, 31, 101, 132]","[1167360, 2797056, 2322176, 1066496]"
"[50, 33, 91, 116]","[1173760, 2525952, 2080000, 1069568]"
"[51, 36, 84, 105]","[1185280, 2278400, 1848320, 1073664]"
"[52, 39, 77, 95]","[1198592, 2056960, 1659904, 1080832]"
"[53, 43, 70, 86]","[1209088, 1870336, 1497600, 1086464]"
"[54, 46, 66, 77]","[1233408, 1703168, 1350656, 1090304]"
"[56, 50, 63, 70]","[1241088, 1556224, 1275392, 1093376]"
"[58, 52, 59, 65]","[1284608, 1483008, 1241856, 1104640]"
"[53, 53, 64, 67]","[1298944, 1650432, 1248768, 1079296]"
"[50, 54, 69, 69]","[1345280, 1895168, 1259008, 1066240]"
"[45, 54, 77, 72]","[1420032, 2187520, 1274880, 1056512]"
"[41, 54, 84, 73]","[1497600, 2504448, 1293824, 1045760]"
"[37, 55, 96, 79]","[1579776, 2831872, 1341696, 1035264]"
"[33, 58, 105, 85]","[1670656, 3171072, 1400832, 1025536]"
"[28, 61, 118, 91]","[1763840, 3491072, 1459456, 1017856]"
"[24, 64, 133, 100]","[1853952, 3790848, 1529344, 1011712]"
"[28, 59, 116, 91]","[1758720, 3377408, 1461504, 1020672]"
"[34, 57, 104, 85]","[1661184, 2984448, 1399296, 1030912]"
"[37, 55, 95, 80]","[1581056, 2630144, 1348864, 1042432]"
"[40, 53, 84, 75]","[1507840, 2313216, 1305856, 1053952]"
"[45, 54, 76, 71]","[1434624, 2019328, 1284608, 1061120]"
"[49, 54, 70, 69]","[1370624, 1776640, 1272576, 1067520]"
"[54, 53, 63, 67]","[1323264, 1569024, 1263360, 1077504]"
"[57, 52, 57, 65]","[1295360, 1472768, 1260800, 1095936]"
"[52, 56, 62, 63]","[1438208, 1560832, 1224704, 1075968]"
"[51, 62, 67, 60]","[1603840, 1736960, 1201664, 1064448]"
"[46, 69, 73, 57]","[1785088, 1928704, 1187328, 1057536]"
"[43, 72, 79, 57]","[1998336, 2151680, 1180416, 1052928]"
"[39, 76, 89, 54]","[2247936, 2401536, 1171968, 1050624]"
"[37, 84, 98, 55]","[2511360, 2661888, 1164800, 1049088]"
"[34, 91, 108, 53]","[2770524, 2928896, 1159424, 1049344]"
"[30, 102, 123, 52]","[3052544, 3193600, 1156096, 1049856]"
"[33, 91, 111, 53]","[2656000, 2824192, 1157120, 1048320]"
"[36, 84, 99, 54]","[2345728, 2517760, 1162496, 1051648]"
"[39, 78, 88, 55]","[2061824, 2254336, 1170176, 1055232]"
"[43, 71, 80, 55]","[1821184, 2017024, 1179136, 1060864]"
"[48, 68, 72, 58]","[1616896, 1818112, 1188864, 1065984]"
"[49, 61, 68, 60]","[1451776, 1651968, 1201408, 1070848]"
"[52, 57, 62, 63]","[1323776, 1510912, 1222400, 1080064]"
"[57, 52, 58, 65]","[1232896, 1468416, 1247488, 1096192]"
"[54, 58, 57, 59]","[1413120, 1475840, 1198080, 1095168]"
"[56, 65, 61, 54]","[1593344, 1482496, 1163264, 1096448]"
