61, 62, 57, 58,1359360, 1401600, 1203712, 1119232
61, 57, 56, 65,1273344, 1400320, 1229824, 1115904
64, 53, 57, 71,1193984, 1401088, 1264896, 1115392
65, 49, 57, 78,1161472, 1405696, 1351168, 1118208
68, 45, 55, 88,1128192, 1408768, 1516032, 1121792
72, 42, 58, 98,1096704, 1416960, 1707264, 1125632
76, 37, 58, 108,1069568, 1429504, 1915392, 1131776
82, 33, 60, 120,1054720, 1449984, 2145536, 1143296
91, 28, 63, 139,1036544, 1477376, 2417920, 1158912
82, 33, 60, 121,1057024, 1444608, 2033152, 1138688
77, 36, 58, 109,1084672, 1433088, 1760256, 1126656
73, 40, 58, 97,1117440, 1425152, 1528832, 1118976
69, 45, 57, 89,1146983, 1421568, 1345536, 1114368
66, 48, 58, 80,1187072, 1419008, 1262848, 1113344
64, 53, 57, 73,1273856, 1418752, 1229056, 1114112
63, 57, 56, 65,1292800, 1410048, 1204480, 1109760
59, 64, 58, 60,1331456, 1405184, 1186304, 1110784
58, 58, 61, 65,1260544, 1432064, 1211136, 1101568
56, 55, 63, 69,1248000, 1468672, 1237760, 1097728
54, 51, 67, 75,1227520, 1540352, 1269248, 1091840
52, 47, 72, 83,1196032, 1675264, 1325824, 1080320
51, 45, 76, 91,1183744, 1829376, 1439744, 1066752
49, 42, 81, 99,1170432, 2018560, 1587712, 1055232
48, 39, 89, 106,1166080, 2253568, 1776384, 1048320
49, 35, 96, 118,1164032, 2510848, 1987072, 1044992
49, 39, 89, 107,1162496, 2180096, 1709312, 1043712
50, 42, 83, 100,1170688, 1921536, 1500928, 1050112
50, 45, 76, 90,1185536, 1724672, 1352192, 1060608
53, 48, 72, 83,1217792, 1575680, 1273600, 1075200
54, 52, 67, 76,1279232, 1489920, 1245952, 1090816
56, 54, 63, 70,1308160, 1456640, 1221888, 1096448
57, 59, 60, 63,1298688, 1428992, 1201152, 1093632
59, 64, 56, 59,1318912, 1410816, 1189888, 1101056
55, 62, 62, 59,1316864, 1456128, 1198336, 1084416
51, 63, 69, 63,1337344, 1501440, 1200640, 1074432
47, 64, 75, 63,1376768, 1662976, 1201152, 1058816
43, 65, 82, 66,1414400, 1858304, 1205504, 1047552
39, 65, 93, 69,1465344, 2098176, 1212672, 1032448
35, 67, 102, 73,1519104, 2360832, 1222400, 1019136
31, 65, 112, 78,1583872, 2653696, 1239552, 1007872
28, 69, 122, 87,1672960, 2984704, 1266432, 1001472
31, 67, 110, 78,1577728, 2560768, 1236992, 1010432
35, 67, 101, 75,1508352, 2232064, 1219072, 1021184
39, 63, 89, 69,1459456, 1966848, 1210624, 1036800
44, 64, 81, 67,1412096, 1733376, 1204736, 1053184
48, 64, 76, 66,1370764, 1556224, 1200896, 1070592
51, 64, 68, 63,1346816, 1476608, 1202176, 1083392
54, 64, 63, 60,1317632, 1439232, 1198592, 1088512
60, 64, 57, 59,1303296, 1410304, 1196800, 1098240
56, 68, 62, 56,1397760, 1443840, 1182208, 1084672
54, 72, 68, 55,1497088, 1474048, 1169408, 1075712
52, 77, 73, 54,1611776, 1512448, 1151488, 1064704
47, 82, 81, 53,1746176, 1636096, 1134848, 1053952
43, 87, 89, 50,1911808, 1784576, 1120256, 1044736
40, 92, 97, 49,2124544, 1987584, 1113088, 1039872
37, 101, 107, 48,2373376, 2226432, 1110016, 1038080
34, 108, 117, 48,2631680, 2475776, 1108992, 1038336
37, 100, 107, 48,2263040, 2144512, 1113088, 1041152
41, 93, 98, 49,1974528, 1882112, 1118464, 1044480
44, 86, 89, 49,1750784, 1687552, 1128192, 1051136
47, 81, 80, 52,1581312, 1539584, 1140480, 1060864
52, 78, 74, 54,1455360, 1479936, 1155072, 1072384
55, 72, 68, 56,1364480, 1448448, 1170432, 1085440
57, 68, 62, 56,1303296, 1426432, 1180160, 1094400
61, 62, 57, 59,1257216, 1407232, 1188864, 1101568
60, 69, 59, 55,1404416, 1420544, 1165312, 1101824
61, 77, 62, 51,1498368, 1418752, 1147392, 1099520
61, 84, 65, 48,1654528, 1427200, 1132032, 1104128
61, 91, 67, 43,1830144, 1429248, 1112576, 1108224
62, 100, 71, 40,2070784, 1435392, 1092096, 1116672
62, 112, 77, 35,2310656, 1445376, 1076480, 1126400
66, 125, 84, 32,2622976, 1461504, 1062400, 1143296
68, 143, 92, 28,2930688, 1484800, 1052672, 1161216
64, 126, 82, 32,2519296, 1457664, 1065216, 1137152
63, 111, 77, 35,2155264, 1438464, 1081088, 1119232
61, 100, 73, 39,1890122, 1427968, 1098240, 1109760
61, 91, 67, 44,1660672, 1420544, 1122304, 1101824
60, 83, 64, 46,1497088, 1420288, 1144832, 1099776
60, 77, 61, 51,1373184, 1420544, 1164032, 1097984
61, 69, 59, 54,1310208, 1422848, 1175040, 1099776
60, 63, 57, 58,1259520, 1418752, 1181696, 1102080
64, 68, 56, 56,1365504, 1394432, 1157376, 1116672
68, 74, 55, 53,1426432, 1370880, 1145088, 1133312
71, 80, 54, 51,1515264, 1357824, 1132800, 1153280
77, 87, 52, 48,1630208, 1344256, 1123328, 1178624
82, 94, 51, 44,1770752, 1324800, 1115136, 1223168
87, 102, 49, 41,1941504, 1305600, 1105920, 1356544
98, 114, 50, 37,2140160, 1287424, 1098752, 1494016
108, 128, 51, 34,2345472, 1272320, 1093120, 1638912
99, 115, 50, 37,2084864, 1280000, 1102336, 1440512
90, 104, 50, 41,1861888, 1292800, 1112832, 1275392
83, 95, 50, 43,1683200, 1308928, 1125120, 1188096
78, 87, 51, 46,1547264, 1327616, 1139200, 1154048
71, 79, 53, 50,1454080, 1347584, 1152000, 1129472
67, 74, 55, 53,1393152, 1363968, 1163264, 1112064
64, 69, 56, 56,1362432, 1390848, 1171712, 1101568
61, 62, 58, 58,1329152, 1405952, 1179136, 1089792
66, 64, 54, 58,1350912, 1372160, 1176832, 1117696
72, 66, 50, 59,1368832, 1349376, 1178368, 1142528
77, 69, 46, 60,1362176, 1323520, 1182720, 1174016
85, 71, 41, 60,1342976, 1287936, 1188608, 1228800
95, 74, 38, 62,1340416, 1256192, 1202176, 1391872
103, 77, 36, 62,1347584, 1227776, 1218304, 1582592
116, 81, 30, 65,1363712, 1204736, 1239040, 1779200
129, 87, 27, 67,1388800, 1185280, 1262336, 1983744
115, 82, 31, 65,1352704, 1202688, 1238272, 1704704
105, 76, 34, 63,1334272, 1223936, 1219328, 1470208
95, 75, 38, 61,1328896, 1247744, 1204480, 1279488
85, 71, 42, 60,1332736, 1272320, 1193728, 1182208
78, 68, 47, 60,1143542, 1297664, 1188352, 1144576
72, 67, 50, 60,1356544, 1311488, 1184512, 1118464
67, 64, 54, 58,1369344, 1325056, 1181952, 1101568
61, 62, 58, 60,1385984, 1363456, 1182976, 1091328
66, 58, 54, 62,1319424, 1348352, 1203968, 1112320
