-1.67,213.05,0.11,0.14
-1.79,212.64,0.11,0.14
-2.54,210.43,0.11,0.14
-1.73,212.44,0.10,0.14
-1.73,211.62,0.11,0.14
-1.73,211.50,0.11,0.14
-1.66,84.85,0.11,0.14
-1.73,85.02,0.11,0.14
-1.73,85.08,0.10,0.14
-1.73,82.76,0.10,0.14
-1.79,85.07,0.10,0.14
-1.73,82.57,0.10,0.14
-1.79,84.82,0.10,0.14
-1.73,82.32,0.10,0.14
-1.73,82.13,0.10,0.14
-1.66,84.10,0.10,0.14
-1.54,83.44,0.11,0.14
-1.60,83.39,0.10,0.14
-1.23,80.99,0.09,0.14
-2.08,79.18,0.09,0.14
0.18,71.05,0.07,0.14
1.21,69.65,0.06,0.14
2.59,69.80,0.05,0.14
4.06,66.77,0.04,0.14
5.51,65.42,0.03,0.15
7.36,64.41,0.01,0.15
9.81,60.99,-0.01,0.16
11.85,60.15,-0.02,0.16
13.83,58.12,-0.04,0.17
15.71,55.50,-0.05,0.17
16.68,54.19,-0.06,0.18
17.75,53.35,-0.08,0.18
19.24,53.50,-0.09,0.18
20.66,53.12,-0.11,0.18
22.04,53.36,-0.13,0.18
23.70,53.60,-0.15,0.18
24.82,53.38,-0.16,0.18
25.96,53.18,-0.17,0.19
27.02,53.38,-0.19,0.18
28.11,53.23,-0.20,0.19
29.19,52.59,-0.22,0.19
30.44,52.35,-0.24,0.19
31.50,52.33,-0.25,0.19
32.23,52.18,-0.26,0.19
32.79,52.26,-0.28,0.19
33.73,51.99,-0.30,0.19
34.76,51.94,-0.34,0.19
35.62,51.36,-0.39,0.20
36.29,51.26,-0.39,0.20
35.86,50.69,-0.38,0.20
36.26,51.10,-0.41,0.19
37.35,50.94,-0.45,0.20
38.10,50.55,-0.48,0.20
38.80,50.28,-0.51,0.20
39.38,49.99,-0.53,0.20
39.91,49.86,-0.54,0.20
40.16,49.75,-0.55,0.21
40.55,49.19,-0.57,0.20
40.89,49.34,-0.59,0.20
41.67,49.64,-0.61,0.20
42.34,49.58,-0.62,0.21
43.01,49.22,-0.63,0.21
43.68,49.51,-0.64,0.21
43.85,49.44,-0.64,0.21
43.94,49.57,-0.64,0.21
44.33,49.40,-0.65,0.21
44.80,49.48,-0.66,0.21
45.30,49.50,-0.66,0.21
45.67,49.40,-0.66,0.21
45.81,49.52,-0.67,0.22
46.47,49.18,-0.68,0.22
46.86,49.30,-0.68,0.22
47.28,49.04,-0.69,0.22
47.59,48.82,-0.70,0.23
47.87,48.66,-0.70,0.23
48.26,48.72,-0.71,0.23
48.70,48.81,-0.72,0.23
49.04,48.84,-0.72,0.23
49.49,48.78,-0.73,0.23
49.79,48.72,-0.74,0.23
49.96,48.74,-0.74,0.23
50.07,48.56,-0.74,0.23
50.41,48.44,-0.74,0.23
50.55,48.38,-0.74,0.24
50.66,48.00,-0.74,0.24
50.83,47.79,-0.74,0.24
51.45,47.68,-0.75,0.24
52.12,47.75,-0.76,0.24
52.20,47.72,-0.76,0.24
51.98,47.60,-0.75,0.25
52.20,47.64,-0.76,0.25
53.04,47.79,-0.77,0.25
53.68,47.77,-0.78,0.25
54.30,47.67,-0.79,0.25
54.58,47.81,-0.79,0.25
55.00,47.82,-0.80,0.25
55.47,47.99,-0.81,0.25
55.67,48.02,-0.81,0.25
55.75,47.99,-0.81,0.25
55.97,48.10,-0.82,0.25
56.17,48.26,-0.82,0.25
56.50,48.29,-0.83,0.25
56.53,48.37,-0.82,0.25
56.22,48.09,-0.81,0.25
56.70,48.18,-0.83,0.25
56.73,48.20,-0.81,0.25
55.61,47.73,-0.77,0.25
53.16,47.10,-0.71,0.25
49.47,45.85,-0.64,0.25
45.79,44.83,-0.59,0.25
42.92,44.10,-0.46,0.25
40.14,43.29,-0.34,0.25
36.89,42.28,-0.27,0.24
33.14,42.03,-0.21,0.24
29.49,40.94,-0.16,0.23
25.68,41.13,-0.12,0.22
21.89,41.69,-0.07,0.22
19.06,40.81,-0.04,0.22
16.30,40.63,-0.02,0.21
14.41,41.32,0.01,0.21
12.73,43.24,0.04,0.20
