-1.33,185.20,-0.04,0.01
-1.33,185.20,-0.04,0.01
-1.31,183.70,-0.04,0.02
-1.31,183.64,-0.04,0.02
-1.31,183.64,-0.04,0.01
-1.31,183.70,-0.04,0.01
-1.34,37.55,-0.03,0.01
-1.31,36.03,-0.04,0.01
-1.10,44.38,-0.04,0.01
-1.20,42.02,-0.04,0.01
-1.37,40.04,-0.04,0.01
-1.37,40.36,-0.04,0.01
-1.44,45.48,-0.03,0.01
-1.44,45.60,-0.04,0.01
-1.37,40.61,-0.04,0.01
-0.78,46.51,-0.05,0.01
-0.65,46.40,-0.06,0.01
-0.15,44.82,-0.06,0.01
0.57,42.96,-0.07,0.01
1.74,41.14,-0.09,0.01
3.02,37.81,-0.10,0.01
4.54,36.60,-0.11,0.01
5.66,36.12,-0.13,0.01
7.03,36.17,-0.14,0.01
8.54,34.50,-0.15,0.01
9.96,33.06,-0.17,0.01
12.14,32.62,-0.20,0.01
14.52,32.67,-0.22,0.01
16.77,32.37,-0.25,0.01
18.35,32.63,-0.26,0.02
19.41,31.01,-0.27,0.01
21.40,32.58,-0.30,0.01
22.98,32.14,-0.32,0.01
24.11,32.51,-0.32,0.01
24.65,31.98,-0.33,0.01
25.19,32.23,-0.34,0.02
25.61,31.97,-0.34,0.02
26.33,32.05,-0.36,0.02
27.45,32.19,-0.37,0.02
28.39,32.28,-0.38,0.01
28.79,33.73,-0.38,0.01
29.32,34.04,-0.39,0.02
30.36,33.70,-0.41,0.01
31.32,34.15,-0.42,0.02
32.32,33.91,-0.44,0.02
33.19,33.84,-0.45,0.02
34.18,33.67,-0.47,0.03
35.52,33.25,-0.49,0.02
36.39,33.36,-0.50,0.02
37.22,33.41,-0.52,0.02
37.77,33.47,-0.53,0.02
38.48,33.29,-0.55,0.02
39.54,33.16,-0.56,0.03
40.67,33.32,-0.58,0.02
41.43,33.42,-0.59,0.02
42.03,33.56,-0.59,0.02
42.62,33.66,-0.60,0.02
43.25,33.63,-0.61,0.02
43.76,33.78,-0.62,0.02
44.40,34.13,-0.63,0.02
44.73,34.48,-0.64,0.02
45.25,34.62,-0.65,0.02
45.95,34.72,-0.66,0.02
46.52,34.70,-0.67,0.02
47.12,34.56,-0.68,0.02
47.54,34.62,-0.69,0.02
47.89,34.80,-0.70,0.02
48.04,34.85,-0.70,0.02
48.32,34.82,-0.71,0.02
48.62,34.95,-0.72,0.01
49.24,35.16,-0.73,0.01
49.57,35.23,-0.74,0.01
49.97,35.42,-0.74,0.01
50.27,35.55,-0.75,0.01
50.50,35.54,-0.75,0.01
50.72,35.54,-0.76,0.01
50.99,35.65,-0.76,0.01
51.16,35.68,-0.77,0.02
51.35,35.49,-0.77,0.02
51.62,35.52,-0.78,0.02
51.95,35.59,-0.80,0.02
52.46,35.67,-0.80,0.02
52.60,35.69,-0.80,0.02
52.82,35.68,-0.81,0.02
53.29,35.76,-0.82,0.02
53.50,35.90,-0.83,0.02
53.79,35.85,-0.83,0.02
54.11,36.05,-0.84,0.02
54.44,36.17,-0.85,0.02
54.79,36.25,-0.86,0.02
55.10,36.23,-0.86,0.02
55.30,36.27,-0.86,0.02
55.58,35.94,-0.87,0.02
55.77,35.99,-0.87,0.02
56.07,36.16,-0.88,0.02
56.32,36.18,-0.88,0.02
56.39,36.29,-0.89,0.02
56.34,36.41,-0.87,0.02
55.63,36.27,-0.84,0.02
54.16,35.80,-0.80,0.03
52.15,35.09,-0.74,0.03
49.85,34.53,-0.69,0.03
47.41,33.65,-0.64,0.04
45.60,32.79,-0.61,0.04
43.68,32.47,-0.59,0.04
41.65,31.93,-0.56,0.04
39.35,31.27,-0.52,0.03
36.41,30.93,-0.46,0.03
32.29,30.27,-0.40,0.03
29.00,29.83,-0.36,0.03
26.04,29.24,-0.31,0.03
23.03,28.77,-0.27,0.03
19.82,28.47,-0.23,0.03
16.47,27.80,-0.20,0.02
13.65,28.71,-0.18,0.02
11.70,28.56,-0.15,0.02
9.53,28.91,-0.13,0.02
7.91,30.36,-0.12,0.02
7.32,29.71,-0.10,0.02
6.20,29.52,-0.10,0.02
5.67,29.31,-0.09,0.02
5.27,29.26,-0.09,0.02
5.13,29.07,-0.09,0.02
4.99,28.69,-0.08,0.02
3.79,28.75,-0.06,0.02
2.23,28.19,-0.04,0.02
1.10,30.73,-0.02,0.02
-0.13,36.19,0.02,0.02
-1.48,38.10,0.04,0.02
-3.01,85.53,0.06,0.02
-1.69,200.56,0.08,0.02
-0.44,206.24,0.11,0.02
1.50,199.33,0.11,0.02
2.55,197.67,0.11,0.02
3.35,197.26,0.13,0.02
4.72,197.52,0.14,0.02
6.17,198.31,0.16,0.01
7.32,198.59,0.17,0.01
7.99,198.44,0.19,0.01
9.26,199.29,0.21,0.01
10.50,199.37,0.24,0.01
11.91,199.11,0.27,0.01
13.24,199.79,0.30,0.01
14.65,200.71,0.34,0.01
15.89,201.43,0.36,0.01
17.13,202.13,0.39,0.01
18.11,202.70,0.42,0.01
19.32,203.37,0.44,0.01
20.51,203.13,0.47,0.02
21.45,203.68,0.50,0.02
22.38,203.67,0.54,0.02
23.39,203.64,0.58,0.02
24.32,203.57,0.62,0.02
25.30,203.75,0.65,0.02
26.36,203.40,0.69,0.03
27.28,204.46,0.72,0.03
27.96,204.78,0.72,0.03
28.65,204.30,0.74,0.03
29.27,204.38,0.75,0.03
30.04,204.76,0.77,0.03
30.89,204.72,0.78,0.03
31.52,205.01,0.79,0.04
32.26,205.42,0.81,0.04
33.11,205.44,0.83,0.04
33.62,205.85,0.83,0.05
34.08,205.98,0.85,0.05
34.63,206.23,0.86,0.05
35.14,206.67,0.87,0.05
35.52,206.41,0.88,0.05
35.84,206.42,0.89,0.05
36.31,206.16,0.90,0.05
36.64,206.30,0.90,0.05
37.00,206.37,0.92,0.05
37.53,206.34,0.93,0.06
38.19,206.67,0.95,0.06
38.69,207.38,0.95,0.06
39.08,207.19,0.96,0.07
39.51,207.35,0.97,0.07
40.04,207.37,0.99,0.07
40.64,207.56,1.00,0.08
41.10,207.64,1.01,0.08
41.65,207.77,1.03,0.08
42.15,207.79,1.04,0.08
42.60,207.82,1.05,0.08
43.00,207.68,1.06,0.08
43.40,207.67,1.07,0.08
43.85,207.20,1.08,0.09
44.10,207.36,1.09,0.09
44.52,207.20,1.09,0.09
44.98,207.20,1.10,0.09
45.22,207.07,1.11,0.09
45.82,207.03,1.13,0.09
46.13,206.96,1.13,0.09
46.41,206.35,1.13,0.10
46.66,206.25,1.14,0.10
46.95,206.34,1.14,0.09
47.16,206.44,1.15,0.09
47.46,206.27,1.15,0.10
47.64,206.28,1.16,0.10
47.79,206.28,1.16,0.10
47.88,206.07,1.17,0.10
48.15,205.81,1.17,0.10
48.38,205.57,1.18,0.10
48.67,205.65,1.18,0.10
48.94,205.70,1.18,0.10
49.20,205.65,1.20,0.10
49.36,205.71,1.19,0.10
49.51,205.83,1.19,0.10
49.79,205.87,1.20,0.10
49.92,205.65,1.20,0.10
49.95,205.50,1.20,0.10
49.82,205.57,1.17,0.11
48.96,205.36,1.15,0.10
47.95,204.90,1.11,0.10
46.32,204.85,1.06,0.09
44.63,204.70,1.01,0.09
42.61,204.71,0.96,0.08
40.70,204.69,0.90,0.08
38.94,204.56,0.85,0.07
37.04,204.44,0.82,0.07
35.57,204.41,0.78,0.06
33.79,204.10,0.73,0.05
31.71,203.08,0.66,0.04
29.93,202.43,0.58,0.04
28.38,202.54,0.49,0.04
26.35,202.06,0.38,0.04
24.07,201.54,0.30,0.03
22.22,200.85,0.19,0.03
19.58,200.00,0.11,0.02
17.31,198.55,0.02,0.02
14.65,196.65,-0.04,0.02
12.09,195.37,-0.07,0.02
9.82,193.17,-0.10,0.02
7.68,191.72,-0.12,0.02
5.19,189.29,-0.14,0.01
2.89,182.53,-0.15,0.01
0.75,173.06,-0.16,0.01
-1.32,156.18,-0.17,0.02
-2.23,75.30,-0.18,0.02
-0.91,42.11,-0.19,0.03
0.94,25.53,-0.20,0.03
2.54,19.67,-0.21,0.03
4.04,16.66,-0.20,0.04
5.86,16.71,-0.21,0.04
6.91,17.90,-0.21,0.04
7.27,16.54,-0.21,0.05
7.21,11.50,-0.20,0.05
6.46,9.42,-0.19,0.04
5.73,9.78,-0.18,0.04
4.19,8.41,-0.16,0.04
2.91,359.77,-0.15,0.03
1.81,5.70,-0.14,0.02
0.70,10.26,-0.12,0.01
-0.66,22.54,-0.11,0.01
-1.47,18.66,-0.10,0.01
-2.18,49.35,-0.09,0.00
-2.22,61.15,-0.10,0.01
-1.80,50.79,-0.09,0.01
-2.28,30.59,-0.10,0.01
-2.30,12.44,-0.08,0.01
-3.05,95.18,-0.08,0.01
-3.18,120.66,-0.08,0.01
-3.10,117.48,-0.08,0.01
-3.10,117.48,-0.08,0.01
-3.03,54.70,-0.08,0.01
-3.29,333.97,-0.08,-0.00
-2.18,78.96,-0.08,-0.02
0.11,97.69,-0.09,-0.03
2.43,96.86,-0.09,-0.04
4.85,94.01,-0.10,-0.05
7.00,94.21,-0.11,-0.06
9.21,95.80,-0.11,-0.07
11.19,97.72,-0.11,-0.08
13.46,99.19,-0.10,-0.10
16.21,100.51,-0.11,-0.12
18.55,100.28,-0.12,-0.14
20.92,99.68,-0.13,-0.17
23.25,99.24,-0.14,-0.18
25.02,99.61,-0.15,-0.20
26.51,99.65,-0.15,-0.22
28.23,99.29,-0.16,-0.24
29.73,98.51,-0.17,-0.25
30.71,97.17,-0.18,-0.28
32.53,97.03,-0.19,-0.29
33.17,96.05,-0.20,-0.30
33.93,95.56,-0.20,-0.34
34.98,95.21,-0.21,-0.39
36.08,94.75,-0.22,-0.44
37.08,94.54,-0.22,-0.46
37.64,94.50,-0.23,-0.50
38.36,94.45,-0.23,-0.54
39.14,94.18,-0.23,-0.59
40.08,94.51,-0.24,-0.61
40.39,94.56,-0.24,-0.66
41.27,94.68,-0.24,-0.66
41.56,94.37,-0.24,-0.67
42.18,94.40,-0.25,-0.68
42.56,94.07,-0.25,-0.69
43.03,94.00,-0.25,-0.69
43.19,93.82,-0.26,-0.70
43.47,93.81,-0.26,-0.70
43.75,93.73,-0.26,-0.71
44.15,93.74,-0.26,-0.72
44.43,93.66,-0.26,-0.73
44.98,93.56,-0.26,-0.74
45.38,93.63,-0.26,-0.74
45.47,93.60,-0.27,-0.75
45.71,93.52,-0.27,-0.76
46.10,93.43,-0.27,-0.76
46.41,93.41,-0.27,-0.77
46.64,93.43,-0.27,-0.77
46.91,93.19,-0.28,-0.78
47.38,93.14,-0.28,-0.79
47.69,93.18,-0.28,-0.79
47.91,93.04,-0.28,-0.79
47.82,93.02,-0.28,-0.80
48.14,93.16,-0.28,-0.80
48.41,92.99,-0.29,-0.81
48.61,92.95,-0.29,-0.82
49.05,92.83,-0.29,-0.82
49.33,92.75,-0.29,-0.83
49.63,92.65,-0.30,-0.83
49.79,92.40,-0.30,-0.83
49.79,92.40,-0.30,-0.83
49.99,92.36,-0.30,-0.83
50.20,92.17,-0.30,-0.84
50.40,92.14,-0.31,-0.84
50.59,92.01,-0.31,-0.84
50.75,91.92,-0.31,-0.85
50.92,91.97,-0.31,-0.85
51.09,91.82,-0.31,-0.85
51.23,91.81,-0.31,-0.85
51.23,91.81,-0.31,-0.85
51.17,91.70,-0.31,-0.84
50.92,91.70,-0.31,-0.82
50.39,91.63,-0.31,-0.80
49.41,91.72,-0.30,-0.76
48.05,92.10,-0.29,-0.71
45.80,92.67,-0.28,-0.66
43.67,92.83,-0.27,-0.55
41.26,92.84,-0.26,-0.41
38.35,93.00,-0.24,-0.29
35.42,93.10,-0.23,-0.24
31.83,93.12,-0.22,-0.18
27.85,92.68,-0.20,-0.12
23.51,91.55,-0.19,-0.08
