-2.19,128.67,0.03,0.19
-2.19,128.67,0.03,0.19
-2.19,128.86,0.03,0.19
-2.15,121.60,0.02,0.19
-1.89,123.08,0.02,0.19
-1.85,139.24,0.02,0.19
-1.81,20.23,0.02,0.18
-1.14,31.36,0.01,0.19
-0.65,34.43,0.01,0.19
-0.42,38.42,0.01,0.19
-0.64,37.86,0.02,0.19
-0.68,38.70,0.02,0.19
0.01,41.10,0.01,0.19
1.04,46.43,0.01,0.19
2.32,48.15,0.00,0.19
4.01,46.46,-0.01,0.19
5.53,45.61,-0.02,0.19
7.23,46.02,-0.03,0.19
9.40,45.38,-0.04,0.19
11.53,46.67,-0.06,0.19
13.69,46.63,-0.07,0.19
15.51,46.51,-0.08,0.19
17.04,47.21,-0.10,0.19
18.63,47.35,-0.11,0.19
20.17,47.44,-0.12,0.19
21.62,47.76,-0.13,0.19
23.22,47.46,-0.15,0.19
24.50,47.75,-0.16,0.00
29.69,44.84,-0.20,0.21
29.76,44.78,-0.20,0.20
29.76,44.65,-0.20,0.20
29.65,44.41,-0.19,0.20
28.83,44.43,-0.18,0.20
27.94,43.63,-0.17,0.21
27.68,43.32,-0.17,0.20
27.56,43.81,-0.17,0.20
27.15,43.61,-0.17,0.20
26.42,43.64,-0.16,0.20
25.77,43.19,-0.15,0.20
25.39,43.44,-0.15,0.20
26.30,43.78,-0.17,0.20
27.84,44.53,-0.18,0.20
28.63,44.35,-0.19,0.20
29.43,44.57,-0.20,0.20
30.46,44.71,0.00,0.00
34.19,46.40,-0.24,0.20
33.91,46.37,-0.24,0.20
33.40,46.37,-0.23,0.20
32.74,46.22,-0.22,0.20
32.31,46.41,-0.22,0.20
31.70,46.30,-0.21,0.19
30.97,46.39,-0.20,0.19
30.05,46.28,-0.19,0.20
29.14,45.74,-0.19,0.20
29.04,45.62,-0.19,0.20
29.25,45.79,-0.19,0.20
29.51,45.61,-0.20,0.19
30.09,45.76,-0.20,0.20
30.85,45.65,-0.22,0.20
32.04,45.31,-0.23,0.20
33.28,45.67,-0.25,0.20
34.35,44.97,-0.26,0.20
35.15,45.29,-0.26,0.20
35.73,45.27,-0.27,0.20
36.11,45.60,-0.28,0.20
36.81,45.72,-0.29,0.20
37.65,45.86,-0.30,0.20
38.68,45.74,-0.31,0.20
39.02,45.74,-0.31,0.21
39.45,45.59,-0.32,0.21
40.09,45.55,-0.32,0.21
40.24,45.31,-0.32,0.21
40.03,45.38,-0.33,0.21
40.38,45.26,-0.33,0.21
40.81,45.59,-0.34,0.21
41.14,45.66,-0.34,0.20
40.69,45.69,-0.33,0.20
39.75,45.54,-0.30,0.20
37.57,45.45,-0.27,0.20
