-0.7,270.67,0.65,0.34
-0.42,267.36,0.65,0.34
-0.37,267.86,0.65,0.34
-0.48,269.64,0.66,0.35
-0.57,274.51,0.66,0.35
-1.0,145.67,0.66,0.35
-1.28,141.41,0.65,0.35
-1.43,108.65,0.62,0.35
-0.49,88.0,0.6,0.35
-0.28,70.9,0.59,0.35
-0.01,55.1,0.57,0.34
1.23,48.07,0.53,0.34
3.02,43.76,0.49,0.33
4.57,41.76,0.45,0.33
6.4,40.34,0.42,0.33
8.21,39.02,0.38,0.33
9.9,37.33,0.35,0.33
11.67,36.64,0.3,0.33
13.61,37.72,0.25,0.34
15.66,36.51,0.19,0.34
17.55,36.79,0.14,0.34
19.25,37.75,0.1,0.35
21.11,36.22,0.03,0.36
23.56,35.24,-0.04,0.36
25.89,35.13,-0.12,0.36
26.81,37.27,-0.1,0.37
26.83,37.19,-0.17,0.36
27.81,38.75,-0.17,0.37
28.86,39.71,-0.3,0.38
31.66,38.08,-0.4,0.38
32.08,37.63,-0.39,0.38
31.52,40.05,-0.36,0.38
31.31,40.78,-0.35,0.38
31.61,40.62,-0.4,0.38
32.25,40.13,-0.41,0.38
31.59,41.86,-0.35,0.38
30.83,43.29,-0.33,0.38
30.69,42.38,-0.32,0.38
29.97,45.43,-0.24,0.37
27.56,47.37,-0.09,0.37
23.08,46.4,0.04,0.35
18.88,48.01,0.18,0.34
14.07,49.03,0.32,0.33
9.69,50.87,0.44,0.32
5.46,56.01,0.53,0.31
1.87,68.28,0.6,0.31
-0.64,112.49,0.65,0.31
0.9,177.11,0.67,0.31
4.54,188.89,0.67,0.31
8.13,194.31,0.68,0.31
11.35,198.88,0.71,0.31
15.61,202.19,0.75,0.31
19.34,204.6,0.78,0.3
22.32,206.72,0.83,0.3
25.03,208.0,0.87,0.3
27.42,209.55,0.91,0.29
29.71,210.44,0.96,0.29
31.75,210.12,1.0,0.29
33.83,210.66,1.05,0.29
35.7,211.29,1.09,0.29
37.35,211.77,1.12,0.28
38.98,211.95,1.16,0.27
40.78,212.11,1.21,0.26
42.94,211.97,1.27,0.26
45.05,212.24,1.31,0.26
46.58,212.71,1.35,0.27
47.68,213.09,1.36,0.27
48.47,212.85,1.39,0.25
49.58,213.06,1.43,0.25
51.04,213.32,1.45,0.24
51.44,213.39,1.45,0.22
51.97,212.58,1.45,0.21
52.23,212.39,1.46,0.22
52.77,212.9,1.47,0.21
53.43,212.83,1.48,0.2
53.88,212.81,1.5,0.2
54.41,212.92,1.5,0.19
54.95,212.93,1.52,0.19
55.31,213.03,1.52,0.18
55.75,213.1,1.53,0.18
56.06,213.1,1.54,0.18
56.6,213.19,1.55,0.18
56.96,213.37,1.55,0.18
56.92,213.33,1.53,0.2
56.38,213.15,1.5,0.22
55.26,212.78,1.46,0.23
54.32,212.38,1.43,0.28
53.09,212.86,1.37,0.28
50.73,212.37,1.3,0.27
47.81,211.16,1.22,0.28
44.6,210.95,1.14,0.3
41.55,210.94,1.07,0.31
38.11,211.0,0.99,0.32
34.23,210.58,0.9,0.33
30.01,210.38,0.82,0.34
26.24,210.72,0.74,0.34
21.87,209.18,0.67,0.34
17.38,206.2,0.55,0.35
13.05,204.29,0.44,0.36
9.01,203.4,0.33,0.36
5.76,198.7,0.24,0.36
2.78,191.89,0.22,0.36
0.12,167.53,0.17,0.36
-0.15,95.98,0.13,0.36
2.55,65.42,0.07,0.36
5.81,54.09,0.01,0.36
9.07,50.44,-0.03,0.37
12.17,48.25,-0.08,0.37
15.03,46.88,-0.12,0.37
17.78,46.89,-0.16,0.37
20.33,47.46,-0.21,0.37
22.64,47.94,-0.26,0.37
24.41,48.71,-0.33,0.36
26.09,49.37,-0.38,0.37
27.88,48.71,-0.47,0.37
29.97,48.94,-0.55,0.38
32.29,48.53,-0.59,0.39
34.43,48.34,-0.62,0.38
36.03,48.92,-0.65,0.39
38.06,48.71,-0.69,0.39
39.39,48.58,-0.7,0.39
40.26,48.61,-0.72,0.39
41.32,48.62,-0.74,0.4
42.64,48.62,-0.77,0.4
44.03,48.76,-0.79,0.4
44.68,48.79,-0.79,0.4
45.16,49.02,-0.81,0.4
45.96,49.15,-0.82,0.4
46.5,48.97,-0.83,0.4
47.18,49.0,-0.85,0.41
47.9,49.06,-0.86,0.41
48.72,49.16,-0.88,0.42
49.46,49.0,-0.89,0.42
50.06,48.84,-0.9,0.42
50.72,48.96,-0.91,0.43
51.34,48.89,-0.92,0.43
52.02,48.86,-0.94,0.43
52.49,48.92,-0.94,0.43
53.05,48.97,-0.95,0.43
53.41,48.97,-0.95,0.44
53.95,48.86,-0.96,0.45
54.75,48.56,-0.97,0.45
55.14,48.64,-0.98,0.45
55.68,48.6,-0.98,0.45
56.15,48.67,-0.99,0.45
56.56,48.7,-0.99,0.45
56.95,48.78,-1.0,0.45
57.23,48.81,-1.0,0.46
57.48,48.94,-1.01,0.45
57.78,49.04,-1.01,0.45
57.64,49.03,-0.99,0.45
57.23,48.87,-0.98,0.45
56.56,48.76,-0.95,0.44
54.79,48.5,-0.89,0.43
52.15,48.0,-0.83,0.42
49.64,47.57,-0.78,0.42
47.05,46.73,-0.72,0.42
44.36,46.12,-0.67,0.4
41.62,45.77,-0.62,0.4
38.59,45.35,-0.57,0.39
35.38,44.91,-0.46,0.38
31.76,45.09,-0.31,0.38
28.14,45.19,-0.24,0.37
25.05,44.78,-0.18,0.37
22.4,44.76,-0.1,0.37
19.42,43.65,-0.02,0.37
16.74,43.24,0.05,0.37
14.28,41.87,0.12,0.37
12.28,40.53,0.18,0.36
10.08,41.33,0.24,0.34
8.56,46.74,0.26,0.3
8.57,63.2,0.27,0.27
9.93,79.33,0.28,0.26
11.65,88.26,0.29,0.25
13.89,96.34,0.28,0.24
16.49,100.72,0.25,0.22
19.07,101.79,0.22,0.18
21.84,104.23,0.2,0.15
24.26,105.99,0.18,0.12
26.58,106.81,0.15,0.09
28.46,107.61,0.14,0.07
30.25,108.6,0.14,0.04
31.89,109.22,0.13,0.01
33.68,109.92,0.12,-0.04
35.31,110.49,0.11,-0.1
36.78,111.15,0.11,-0.16
38.0,111.61,0.11,-0.22
39.28,111.82,0.1,-0.25
40.08,111.8,0.1,-0.3
41.08,111.97,0.1,-0.32
41.62,112.22,0.11,-0.35
42.24,112.62,0.12,-0.38
42.88,112.9,0.12,-0.42
43.59,112.9,0.12,-0.43
43.96,112.67,0.13,-0.48
44.72,113.08,0.14,-0.53
45.67,113.24,0.14,-0.56
46.21,113.46,0.15,-0.58
46.62,113.75,0.16,-0.6
47.02,113.91,0.15,-0.61
47.33,113.92,0.15,-0.61
47.45,113.94,0.16,-0.63
47.76,113.95,0.15,-0.64
47.97,113.98,0.15,-0.65
48.32,114.05,0.16,-0.67
48.72,114.01,0.16,-0.67
48.91,113.95,0.16,-0.7
49.32,113.82,0.16,-0.71
49.64,113.83,0.16,-0.72
49.83,113.77,0.16,-0.73
50.19,113.68,0.17,-0.75
50.69,113.64,0.17,-0.76
50.88,113.58,0.17,-0.77
51.16,113.53,0.17,-0.79
51.49,113.39,0.17,-0.79
51.71,113.39,0.16,-0.8
51.85,113.37,0.17,-0.81
52.16,113.32,0.16,-0.82
52.27,113.24,0.17,-0.83
52.44,113.28,0.16,-0.82
52.53,113.23,0.16,-0.82
52.56,113.29,0.16,-0.83
52.84,113.18,0.16,-0.84
52.98,113.16,0.16,-0.85
53.2,113.1,0.16,-0.86
53.39,113.04,0.16,-0.88
53.79,113.01,0.16,-0.87
53.76,112.96,0.16,-0.87
53.81,112.92,0.16,-0.88
54.08,112.88,0.16,-0.9
54.43,112.88,0.16,-0.9
54.45,112.8,0.16,-0.9
54.62,112.77,0.17,-0.9
54.81,112.71,0.16,-0.91
55.33,112.52,0.16,-0.91
55.33,112.52,0.16,-0.89
54.53,112.81,0.15,-0.71
51.63,113.48,0.12,-0.52
48.37,113.88,0.1,-0.32
44.61,114.09,0.08,-0.13
40.6,114.17,0.08,0.0
36.56,114.34,0.1,0.08
32.75,114.55,0.13,0.15
28.06,114.4,0.16,0.21
23.92,113.56,0.19,0.26
20.05,112.09,0.24,0.31
16.51,109.83,0.28,0.34
13.62,110.61,0.35,0.35
11.68,110.22,0.38,0.35
