64,55,58,68,901376,1060608,936704,888576
64,65,59,61,901376,1074688,933888,876800
61,73,62,58,904704,1090304,931840,867840
65,81,65,52,908800,1110784,932608,861696
63,89,66,50,916224,1136128,936960,858880
65,93,70,44,924672,1162752,942592,857088
63,101,73,42,934656,1192192,950528,856832
65,107,77,37,942848,1219840,956416,854784
66,116,80,36,952320,1250048,963328,853760
66,105,76,40,936960,1204736,951552,855552
65,96,70,43,925440,1166336,942080,857088
64,90,70,44,915456,1134080,935168,860672
63,81,64,50,906752,1106944,930048,865536
65,77,65,56,900096,1084672,928000,871424
65,71,62,58,897536,1069312,927488,878336
63,59,59,62,898048,1059072,928256,886016
62,56,57,73,896256,1048064,928512,893952
66,53,61,74,896768,1040384,930816,904704
69,49,60,81,895488,1032960,935680,916992
71,44,60,91,896768,1026816,939520,931840
75,43,60,100,899584,1021440,944896,951040
77,35,61,107,904704,1017856,952576,973312
78,33,62,119,909056,1014528,959232,994816
82,32,63,121,915456,1012736,967424,1018368
84,29,65,133,920576,1011200,975616,1038336
79,32,65,123,910592,1014272,963584,1003776
78,36,62,110,902144,1017344,951808,969728
76,38,57,103,898560,1022464,943872,944896
71,42,61,97,896256,1028864,938240,925184
72,45,59,88,894720,1035776,933632,908288
68,52,60,77,893952,1044480,931584,896512
67,55,62,72,894976,1051904,930304,886784
62,58,57,64,894976,1062144,929536,877568
67,66,57,60,902400,1069824,925184,873728
69,70,56,59,914944,1079552,920064,870400
71,76,53,55,930304,1093888,915712,868096
74,83,53,52,949248,1110272,912640,866304
79,84,52,52,968704,1128448,910592,865792
85,93,51,44,995072,1153280,910848,867584
89,98,50,46,1020416,1175808,910336,868608
93,107,49,42,1051136,1202432,910080,870912
86,97,51,47,1007104,1167104,910848,867840
83,90,52,47,972800,1136384,910336,865536
77,84,49,50,943616,1109760,911360,865280
74,79,56,53,923648,1090560,914688,866816
72,73,58,56,909056,1075712,918272,870144
69,66,54,59,897792,1062144,921600,874496
66,61,55,66,894720,1054720,923648,879872
66,56,57,69,893184,1048064,923648,885504
68,55,58,73,895232,1043456,925440,893184
68,50,57,78,894976,1037312,926464,900864
71,48,56,83,895744,1032960,930304,912128
72,46,58,90,896000,1028352,933376,922368
70,42,61,94,893440,1024256,940032,934400
69,38,61,101,889344,1021184,952320,950528
69,37,69,106,884992,1019392,967936,967168
68,34,69,115,881408,1018624,986880,985856
68,38,66,105,886528,1019904,963072,960256
69,41,62,97,891392,1022720,945920,940800
70,43,60,92,892416,1027328,935936,922368
67,46,60,88,891648,1032448,931072,909312
69,48,59,79,892160,1038080,929280,899584
67,53,59,74,891392,1043712,925952,889088
62,54,59,72,893440,1051392,925952,882688
64,61,54,66,894720,1057536,925184,877312
66,59,56,66,901632,1056512,920576,879360
73,60,52,67,915200,1056768,914944,882688
78,65,49,66,933632,1059840,909312,886784
83,64,47,66,952320,1062144,902912,890368
91,69,43,67,974848,1065984,898816,895744
95,71,35,68,1003520,1071616,895744,902656
104,71,38,70,1037568,1080064,893952,912128
113,73,33,72,1065472,1086464,890880,918528
98,69,37,68,1020160,1075712,894464,907520
90,67,42,66,979712,1067008,899072,898560
84,67,45,67,946944,1060352,903424,889344
80,61,50,67,923136,1055744,909568,883456
74,61,50,65,908288,1054464,916224,881152
68,62,54,64,898816,1053696,920832,879360
70,60,53,66,895744,1053184,921856,878592
69,59,54,64,896000,1053184,922368,878848
69,60,55,68,894464,1052672,921344,878080
68,59,54,65,894976,1053184,922112,878336
66,60,54,66,890624,1053184,924416,877568
59,56,61,66,880640,1054208,932352,876288
58,60,65,68,869120,1057536,945664,876288
56,61,72,70,861952,1062912,964864,878336
49,60,78,70,856576,1070848,988160,882688
45,59,84,71,845568,1080320,1014272,887296
51,60,78,72,856576,1068032,981248,881408
55,61,71,71,864000,1058560,953856,877312
58,59,65,67,872960,1052160,934144,875008
60,59,59,68,881408,1049600,924416,875264
62,59,58,66,883968,1049088,922368,875776
65,59,56,67,884736,1048576,921856,875520
62,57,59,65,879616,1049344,922624,876288
63,58,56,64,888064,1048832,921344,876544
65,54,56,70,890880,1040896,919552,884224
73,52,57,76,898304,1036288,919296,895744
77,50,52,82,910080,1032192,917504,909568
81,47,50,84,921600,1027584,915200,923648
85,46,49,92,935936,1025024,913920,940032
91,45,44,99,953600,1022464,914432,960768
99,42,41,105,976640,1022208,915968,984832
107,41,40,111,1001472,1022208,916736,1008640
99,45,43,105,965888,1021696,915200,974848
90,44,48,97,940544,1022464,915200,948992
83,47,49,90,918272,1024000,914432,924672
81,48,50,88,898816,1028864,918016,909824
72,53,53,82,898304,1035008,921344,898816
72,54,55,75,891904,1041408,922112,887808
68,57,56,71,891904,1048064,921856,880128
67,58,54,66,887296,1056512,922880,874752
64,64,57,61,893184,1062400,921344,868352
63,72,60,58,892928,1071616,921856,863744
68,75,61,56,896512,1084416,923136,859648
65,80,62,52,901120,1098752,925696,856832
64,85,66,51,902912,1116672,933120,855296
62,87,70,46,902656,1138688,943616,852480
59,94,77,47,901888,1161984,957184,851200
55,97,82,43,901888,1187584,973056,850688
58,92,74,44,899328,1153792,952576,851456
61,87,71,49,899328,1125632,936960,852992
64,81,65,52,889856,1101568,928512,855808
61,76,62,55,892928,1085184,924672,859648
63,73,63,54,891648,1071360,922880,864256
63,66,61,59,889344,1059840,921600,868608
65,61,58,65,888832,1052160,922112,874240
66,55,54,67,889600,1045760,921856,880128
68,52,58,73,889856,1038080,923648,889344
70,49,59,81,889600,1030400,926464,901632
71,43,57,89,892928,1024000,930304,917248
72,42,59,100,895488,1019136,935680,936192
77,38,58,108,898816,1014272,941568,956416
81,36,60,111,902400,1010176,946944,976128
81,33,64,120,910080,1009152,955648,1000960
86,31,63,129,915712,1007360,963328,1022464
83,33,62,122,907264,1009920,953088,989696
78,36,59,109,899584,1014016,942592,958720
74,39,57,104,894208,1018112,935424,934144
71,42,60,94,891904,1024000,930816,916224
72,49,57,85,889856,1031168,926976,901632
69,53,57,78,891392,1039104,924928,889856
66,55,57,73,890624,1046784,923904,880640
66,60,56,63,891392,1056512,923392,872192
64,67,57,58,894208,1068032,923136,866048
64,74,63,57,897536,1081856,924160,860672
64,83,62,53,903936,1100032,926720,856832
65,87,65,48,910848,1122816,930560,853760
66,92,67,46,919552,1148672,935936,851968
67,101,69,40,928000,1175040,941824,851712
66,107,74,40,937216,1201408,947968,850688
69,119,78,33,946176,1231360,955136,850688
67,103,74,37,930560,1188352,943616,850944
